service	category_one	category_two	category_three	assigned	summary
노원 문화예술회관 시설정비 지원	문화체육관광	문화예술	지역문화예술진흥 	0	500000000
다문화 거점도서관 지정 운영	문화체육관광	문화예술	지역문화예술진흥 	0	776000000
대흥동 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
도봉1동 도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	275000000
도시유휴공간의 아트 팩토리 조성	문화체육관광	문화예술	지역문화예술진흥 	0	2704702000
돈화문 전통문화거리 보존·육성 등 연구용역	문화체육관광	문화예술	지역문화예술진흥 	0	0
돈화문로 전통문화시설 건립	문화체육관광	문화예술	지역문화예술진흥 	1040000000	88457000000
동대문구 청소년 문화정보화도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	1656000000
동대문아파트 보존 및 문화시설 조성 연구용역	문화체육관광	문화예술	지역문화예술진흥 	0	61311000
동대문아파트 보존 및 창작공간 조성	문화체육관광	문화예술	지역문화예술진흥 	0	0
동대문역사문화공원 역사관 운영	문화체육관광	문화예술	지역문화예술진흥 	1314676000	10099748000
동대문패션창작스튜디오 운영	문화체육관광	문화예술	지역문화예술진흥 	800000000	4510900000
동작주차장 복합도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	200000000	880000000
디자인나눔 전개	문화체육관광	문화예술	지역문화예술진흥 	0	689000000
마로니에공원 재정비 사업	문화체육관광	문화예술	지역문화예술진흥 	0	4900000000
마포·강남 디자인지원센터 운영	문화체육관광	문화예술	지역문화예술진흥 	0	5287000000
마포·강남·구로 디자인지원센터 운영	문화체육관광	문화예술	지역문화예술진흥 	2687000000	8835000000
만화·애니메이션 개발·제작 지원	문화체육관광	문화예술	지역문화예술진흥 	2507000000	15889390000
만화·애니메이션·캐릭터 마케팅 지원	문화체육관광	문화예술	지역문화예술진흥 	1900000000	11137650000
몽촌역사관 및 움집터 전시관 관리	문화체육관광	문화예술	지역문화예술진흥 	339490000	2246130000
무인발권시스템 설치 및 운영	문화체육관광	문화예술	지역문화예술진흥 	0	28396000
문래 예술공장 운영	문화체육관광	문화예술	지역문화예술진흥 	800000000	4350547000
문학의 집 서울 운영 지원	문화체육관광	문화예술	지역문화예술진흥 	257000000	1470000000
문화가 경쟁력, 홍보캠페인 전개	문화체육관광	문화예술	지역문화예술진흥 	201918000	1551918000
문화공동체 축제	문화체육관광	문화예술	지역문화예술진흥 	0	0
문화국소관 문화예술체육사업비	문화체육관광	문화예술	지역문화예술진흥 	0	0
문화도시 서울 추진	문화체육관광	문화예술	지역문화예술진흥 	376292000	1988983000
문화바우처지원	문화체육관광	문화예술	지역문화예술진흥 	4661000000	5910000000
문화예술 지역 네트워크	문화체육관광	문화예술	지역문화예술진흥 	0	0
문화예술공연 진흥	문화체육관광	문화예술	지역문화예술진흥 	78000000	385000000
문화예술축제행사 평가시행	문화체육관광	문화예술	지역문화예술진흥 	200000000	800000000
문화와 예술이 있는 서울광장	문화체육관광	문화예술	지역문화예술진흥 	0	7500000000
문화와 예술이 흐르는 한강	문화체육관광	문화예술	지역문화예술진흥 	200000000	1600000000
문화유적 발굴조사	문화체육관광	문화예술	지역문화예술진흥 	555000000	3917640000
문화재 보수	문화체육관광	문화예술	지역문화예술진흥 	661165000	661170000
문화재산권 거래소 설립	문화체육관광	문화예술	지역문화예술진흥 	0	1015000000
문화지구 육성·지원	문화체육관광	문화예술	지역문화예술진흥 	1303184000	6619797000
문화학교 운영지원	문화체육관광	문화예술	지역문화예술진흥 	0	609000000
문화향수기반조성 및 문화행사추진	문화체육관광	문화예술	지역문화예술진흥 	204000000	1331000000
뮤지컬정순왕후	문화체육관광	문화예술	지역문화예술진흥 	0	0
미술관 비품 및 장비 구매	문화체육관광	문화예술	지역문화예술진흥 	43000000	305100000
미술관 소장작품 확보	문화체육관광	문화예술	지역문화예술진흥 	2903000000	18603000000
미술관 정보화	문화체육관광	문화예술	지역문화예술진흥 	91311000	459406000
미술아카데미 운영	문화체육관광	문화예술	지역문화예술진흥 	146054000	705250000
민간문화시설(공연장등) 화장실 개선	문화체육관광	문화예술	지역문화예술진흥 	0	0
민관통합 문화정보 네트워크 구축	문화체육관광	문화예술	지역문화예술진흥 	0	0
박물관 교육	문화체육관광	문화예술	지역문화예술진흥 	381110000	1918910000
박물관 교육프로그램 운영	문화체육관광	문화예술	지역문화예술진흥 	81956000	918512000
박물관 기획전	문화체육관광	문화예술	지역문화예술진흥 	500000000	3115420000
박물관 도서실 운영	문화체육관광	문화예술	지역문화예술진흥 	30600000	296617000
박물관 시설물 유지·운영	문화체육관광	문화예술	지역문화예술진흥 	2970962000	15812334000
박물관 연구논문집 발간	문화체육관광	문화예술	지역문화예술진흥 	23700000	118100000
박물관 운영 물품 구매	문화체육관광	문화예술	지역문화예술진흥 	862205000	862205000
박물관 유물기증 사례	문화체육관광	문화예술	지역문화예술진흥 	251800000	1313000000
박물관 자문위원회 운영	문화체육관광	문화예술	지역문화예술진흥 	33369000	179219000
박물관 전시유물 구입	문화체육관광	문화예술	지역문화예술진흥 	2338752000	12832473000
박물관 정보화	문화체육관광	문화예술	지역문화예술진흥 	740947000	4053576000
박물관 학술총서 발간	문화체육관광	문화예술	지역문화예술진흥 	91792000	519284000
박물관 홍보마케팅 강화	문화체육관광	문화예술	지역문화예술진흥 	47000000	614000000
박물관시설물 유지 운영	문화체육관광	문화예술	지역문화예술진흥 	1599912000	9455143000
발굴유물 특별전	문화체육관광	문화예술	지역문화예술진흥 	210000000	537800000
백제 서울정도 2030기념 기획전 준비	문화체육관광	문화예술	지역문화예술진흥 	35940000	1091306000
백제정원 및 백제탑 복원 조성	문화체육관광	문화예술	지역문화예술진흥 	0	0
북부지원 이전에 따른 권역별 도서관 등 타당성 조사용역	문화체육관광	문화예술	지역문화예술진흥 	0	50000000
사랑의 문화 나눔	문화체육관광	문화예술	지역문화예술진흥 	855000000	4750000000
사랑티켓 지원	문화체육관광	문화예술	지역문화예술진흥 	2400000000	12000000000
사립미술관 운영지원	문화체육관광	문화예술	지역문화예술진흥 	296500000	1108500000
사이버 한성백제박물관 구축	문화체육관광	문화예술	지역문화예술진흥 	466500000	1976500000
사인물 및 공공시설물 설치	문화체육관광	문화예술	지역문화예술진흥 	478500000	510000000
사회문화예술교육 지원	문화체육관광	문화예술	지역문화예술진흥 	538400000	2684000000
삼각산 문화예술회관 시설 보수비 지원	문화체육관광	문화예술	지역문화예술진흥 	0	300000000
상계 문화정보도서관건립	문화체육관광	문화예술	지역문화예술진흥 	0	1250000000
상설전시실 유지운영	문화체육관광	문화예술	지역문화예술진흥 	1025000000	3202940000
새문길 박물관 문화축제 개최	문화체육관광	문화예술	지역문화예술진흥 	100000000	631000000
생활 속 아트마켓 운영	문화체육관광	문화예술	지역문화예술진흥 	0	320000000
생활밀착형 제4의 문화공간 조성 및 운영	문화체육관광	문화예술	지역문화예술진흥 	833000000	5333000000
서교 예술실험센터 운영	문화체육관광	문화예술	지역문화예술진흥 	563577000	3082360000
서교지하보도 창작공간 조성사업	문화체육관광	문화예술	지역문화예술진흥 	0	0
서남권(고척동)문화시설 건립	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울 2000년 역사문화 특별전	문화체육관광	문화예술	지역문화예술진흥 	285000000	1521000000
서울 GREEN 페스티벌 지원	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울 국제미디어 비엔날레 개최	문화체육관광	문화예술	지역문화예술진흥 	80000000	3381000000
서울 남산 국악당 운영	문화체육관광	문화예술	지역문화예술진흥 	1515000000	8099120000
서울 도시계획 모형 유지 운영	문화체육관광	문화예술	지역문화예술진흥 	130000000	838000000
서울 북 페스티벌	문화체육관광	문화예술	지역문화예술진흥 	250000000	1262000000
서울 세계불꽃축제 지원	문화체육관광	문화예술	지역문화예술진흥 	130000000	650000000
서울 오픈에어 문화공연	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울 종교 문화행사	문화체육관광	문화예술	지역문화예술진흥 	0	50000000
서울~광주교류특별전	문화체육관광	문화예술	지역문화예술진흥 	0	93000000
서울광장 겨울이야기 설치운영	문화체육관광	문화예술	지역문화예술진흥 	0	800000000
서울국제음악콩쿠르 지원	문화체육관광	문화예술	지역문화예술진흥 	150000000	750000000
서울국제현대음악제 개최	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울김치페스티벌 개최	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울대표 공연작품 제작	문화체육관광	문화예술	지역문화예술진흥 	2000000000	7800000000
서울대표도서관 개관 준비	문화체육관광	문화예술	지역문화예술진흥 	141400000	1596600000
서울대표도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	44870000000	64100000000
서울대표도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	25640000000
서울대표도서관 전산시스템 구축	문화체육관광	문화예술	지역문화예술진흥 	0	3414300000
서울드럼 페스티벌 개최	문화체육관광	문화예술	지역문화예술진흥 	413419000	3067095000
서울디자인마케팅지원센터 운영	문화체육관광	문화예술	지역문화예술진흥 	997044000	5488176000
서울디자인창작지원센터 운영	문화체육관광	문화예술	지역문화예술진흥 	599100000	4050000000
서울문화의 밤 프로그램 운영	문화체육관광	문화예술	지역문화예술진흥 	500000000	2800000000
서울문화재단 출연금	문화체육관광	문화예술	지역문화예술진흥 	13997074000	104916196000
서울문화콘텐츠센터(SCC) 운영	문화체육관광	문화예술	지역문화예술진흥 	0	86225000000
서울미술대전	문화체육관광	문화예술	지역문화예술진흥 	80272000	526650000
서울반세기 종합전	문화체육관광	문화예술	지역문화예술진흥 	320000000	2121000000
서울발굴유물 특별전	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울비전 영상관 설치운영	문화체육관광	문화예술	지역문화예술진흥 	0	1000000000
서울사진축제	문화체육관광	문화예술	지역문화예술진흥 	300000000	2200000000
서울생활문화자료조사 및 편찬	문화체육관광	문화예술	지역문화예술진흥 	501140000	3301140000
서울시 창작공간 통합운영	문화체육관광	문화예술	지역문화예술진흥 	692536000	3870680000
서울시립교향악단 출연금	문화체육관광	문화예술	지역문화예술진흥 	13195592000	66894978000
서울시소재 문화재의 보존과학적 조사	문화체육관광	문화예술	지역문화예술진흥 	0	0
서울연극센터 운영	문화체육관광	문화예술	지역문화예술진흥 	818393000	4408125000
서울열린극장 창동 운영	문화체육관광	문화예술	지역문화예술진흥 	984000000	3150300000
서울특별시 문화상 시상	문화체육관광	문화예술	지역문화예술진흥 	70000000	210000000
서울특별시 여성합창 경연대회	문화체육관광	문화예술	지역문화예술진흥 	100000000	500000000
서울학 연구사업 추진	문화체육관광	문화예술	지역문화예술진흥 	0	150000000
석관동 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
성동문화예술회관건립	문화체육관광	문화예술	지역문화예술진흥 	2200000000	6572000000
성동문화예술회관내 도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	539000000	1078000000
성북 예술창작센터 운영	문화체육관광	문화예술	지역문화예술진흥 	786315000	4161866000
성북구 경동고등학교 복합시설 도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	394000000	394000000
성북동 전통문화 체험지대 조성	문화체육관광	문화예술	지역문화예술진흥 	0	0
세종문화회관 대극장 음향개선	문화체육관광	문화예술	지역문화예술진흥 	0	0
세종문화회관 옥상 전망대카페 조성공사	문화체육관광	문화예술	지역문화예술진흥 	0	6485000000
세종문화회관 지하공간 리모델링 및 증축공사	문화체육관광	문화예술	지역문화예술진흥 	0	53252850000
세종문화회관 출연금	문화체육관광	문화예술	지역문화예술진흥 	23376354000	119006634000
세종이야기 한국어 세계화 축제	문화체육관광	문화예술	지역문화예술진흥 	100000000	200000000
소나무언덕 6호도서관	문화체육관광	문화예술	지역문화예술진흥 	0	50000000
소장유물 보존처리	문화체육관광	문화예술	지역문화예술진흥 	250044000	1951084000
소장작품 보존관리	문화체육관광	문화예술	지역문화예술진흥 	161392000	885246000
소장작품 상설전	문화체육관광	문화예술	지역문화예술진흥 	39600000	226000000
소장작품 자치구 순회전	문화체육관광	문화예술	지역문화예술진흥 	60000000	240000000
손기정 기념관 건립 타당성 조사용역	문화체육관광	문화예술	지역문화예술진흥 	0	200000000
손기정기념관 리모델링	문화체육관광	문화예술	지역문화예술진흥 	3000000000	4000000000
송파어린이 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
수장고확충 등 전시지원공간 확보	문화체육관광	문화예술	지역문화예술진흥 	80000000	340000000
시가 흐르는 서울 프로젝트	문화체육관광	문화예술	지역문화예술진흥 	420000000	2452000000
시그라프아시아 2010 개최지원	문화체육관광	문화예술	지역문화예술진흥 	0	650000000
시립도서관 건립 타당성 조사용역	문화체육관광	문화예술	지역문화예술진흥 	200000000	0
시립미술관 강북분관 건립	문화체육관광	문화예술	지역문화예술진흥 	4142942000	55182942000
시립미술관 기획전시	문화체육관광	문화예술	지역문화예술진흥 	959403000	5608600000
시립미술관 유지관리	문화체육관광	문화예술	지역문화예술진흥 	1919931000	7150706000
시립미술관 자료실 운영	문화체육관광	문화예술	지역문화예술진흥 	45991000	184840000
시립미술관 자원봉사 운영	문화체육관광	문화예술	지역문화예술진흥 	0	198910000
시립미술관 홍보이벤트 추진	문화체육관광	문화예술	지역문화예술진흥 	74000000	472640000
시립미술관 홍보확대 내실화	문화체육관광	문화예술	지역문화예술진흥 	216375000	1452375000
시민 예술가 육성 지원	문화체육관광	문화예술	지역문화예술진흥 	900000000	3800000000
시민과 함께 하는 나눔음악회 개최	문화체육관광	문화예술	지역문화예술진흥 	300000000	2050000000
시민과 함께하는 역사·문화공간 운영	문화체육관광	문화예술	지역문화예술진흥 	274296000	935284000
신당 창작아케이드 운영	문화체육관광	문화예술	지역문화예술진흥 	695000000	3402719000
신당구립도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	1275000000
신도림고 복합화	문화체육관광	문화예술	지역문화예술진흥 	0	57862000
신도림고 학교복합화 정부지원금(BTL)	문화체육관광	문화예술	지역문화예술진흥 	116000000	116000000
신도림동 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
신림8동 복합청사내 도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	401000000
신정7동 작은도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	898000000
신진작가 전시지원 프로그램	문화체육관광	문화예술	지역문화예술진흥 	278375000	1831500000
신천지하보도 창작공간 조성사업	문화체육관광	문화예술	지역문화예술진흥 	0	0
신촌역(경의선)앞  테마광장 조성	문화체육관광	문화예술	지역문화예술진흥 	0	50000000
실버극장 운영	문화체육관광	문화예술	지역문화예술진흥 	1236000000	9666000000
아마추어 문화동아리 축제	문화체육관광	문화예술	지역문화예술진흥 	0	0
아시아 무대예술제 참가	문화체육관광	문화예술	지역문화예술진흥 	100000000	500000000
아시아송페스티벌 개최	문화체육관광	문화예술	지역문화예술진흥 	200000000	1000000000
어린이 방학 문화예술교육	문화체육관광	문화예술	지역문화예술진흥 	200000000	1000000000
어린이 예술마당 운영 지원	문화체육관광	문화예술	지역문화예술진흥 	48700000	278390000
어린이대공원 야외공연장 건립	문화체육관광	문화예술	지역문화예술진흥 	0	0
연등축제행사 지원	문화체육관광	문화예술	지역문화예술진흥 	300000000	2300000000
연희 문학창작촌 운영	문화체육관광	문화예술	지역문화예술진흥 	601520000	3169154000
영상문화의 다양성 제고 및 수요기반 확충	문화체육관광	문화예술	지역문화예술진흥 	2820000000	27909000000
영상산업 인프라 운영	문화체육관광	문화예술	지역문화예술진흥 	994000000	6400000000
온라인 문화예술시장(e-문화복덕방) 고도화	문화체육관광	문화예술	지역문화예술진흥 	107345000	107345000
용산문화예술회관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	5300000000
우리가락 우리마당 야외상설공연 지원	문화체육관광	문화예술	지역문화예술진흥 	120000000	240000000
우리동네 오케스트라	문화체육관광	문화예술	지역문화예술진흥 	370000000	2670000000
우수 영상콘텐츠 제작지원	문화체육관광	문화예술	지역문화예술진흥 	1400000000	7700000000
우수디자인아이디어 제품화	문화체육관광	문화예술	지역문화예술진흥 	375000000	2175000000
운현궁 유물정리	문화체육관광	문화예술	지역문화예술진흥 	53380000	419160000
울란바타르시 서울문화정보센터 건립	문화체육관광	문화예술	지역문화예술진흥 	0	842057000
위모작 유입방지를 위한 작품마킹	문화체육관광	문화예술	지역문화예술진흥 	41000000	185600000
유물등록관리	문화체육관광	문화예술	지역문화예술진흥 	246700000	1661600000
유물보존과학실 설치.운영	문화체육관광	문화예술	지역문화예술진흥 	704846000	1044444000
유물수장고 교육전시공간 설치.운영	문화체육관광	문화예술	지역문화예술진흥 	0	590492000
유물캐릭터 개발 및 영상 제작	문화체육관광	문화예술	지역문화예술진흥 	1017000000	6017000000
유휴부지를 활용한 문화시설 조성방안 연구	문화체육관광	문화예술	지역문화예술진흥 	0	0
은평구립도서관 다문화자료실 설치	문화체육관광	문화예술	지역문화예술진흥 	35000000	35000000
자치단체간 문화교류 사업	문화체육관광	문화예술	지역문화예술진흥 	334000000	1670000000
작은 생활사 박물관	문화체육관광	문화예술	지역문화예술진흥 	0	0
작은도서관 조성 지원사업	문화체육관광	문화예술	지역문화예술진흥 	0	301000000
장안2동 어린이작은도서관	문화체육관광	문화예술	지역문화예술진흥 	0	50000000
장애인 미술창작스튜디오 운영	문화체육관광	문화예술	지역문화예술진흥 	170849000	702389000
장애인 보조기기 구비 확충사업	문화체육관광	문화예술	지역문화예술진흥 	0	7000000
장애인도서관 육성 지원	문화체육관광	문화예술	지역문화예술진흥 	601518000	3007590000
장지택지개발지구 공공도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	500000000	1481000000
재즈난장 등 공연예술축제 개최	문화체육관광	문화예술	지역문화예술진흥 	300000000	1500000000
저소득층 미술영재 교육지원	문화체육관광	문화예술	지역문화예술진흥 	100000000	750000000
저소득층 음악영재 교육지원	문화체육관광	문화예술	지역문화예술진흥 	400000000	1900000000
전국 B-Boy 베스트 챔피언십 지원	문화체육관광	문화예술	지역문화예술진흥 	0	200000000
전시도록 제작	문화체육관광	문화예술	지역문화예술진흥 	748770000	835918000
전통사찰 재해복구비	문화체육관광	문화예술	지역문화예술진흥 	104371000	135683000
전통사찰보수·정비지원	문화체육관광	문화예술	지역문화예술진흥 	831000000	4050000000
중소기업 디자인컨설팅지원	문화체육관광	문화예술	지역문화예술진흥 	0	1500000000
쥬얼리 및 액세서리 디자인산업 지원	문화체육관광	문화예술	지역문화예술진흥 	0	0
지방문화원 육성지원	문화체육관광	문화예술	지역문화예술진흥 	1076750000	6283000000
지역문화예술교육지원센터 운영	문화체육관광	문화예술	지역문화예술진흥 	300000000	1500000000
지역특성 문화사업 지원	문화체육관광	문화예술	지역문화예술진흥 	500000000	5300000000
지하철역 미니도서관 조성 운영	문화체육관광	문화예술	지역문화예술진흥 	0	3980000000
찌아찌아족 한글 교육교재 제작 지원	문화체육관광	문화예술	지역문화예술진흥 	20000000	20000000
창작공간 타당성 용역(종로, 강북)	문화체육관광	문화예술	지역문화예술진흥 	0	0
창작디자인거래및홍보지원	문화체육관광	문화예술	지역문화예술진흥 	0	280000000
찾아가는 도서관 운영	문화체육관광	문화예술	지역문화예술진흥 	0	1000000000
찾아가는 이동식 미니 미술관 '미니 뮤'	문화체육관광	문화예술	지역문화예술진흥 	0	0
책 읽는 서울광장 조성	문화체육관광	문화예술	지역문화예술진흥 	0	200000000
책누리 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	51000000	51000000
천경자 상설전시실 운영	문화체육관광	문화예술	지역문화예술진흥 	46400000	259200000
청계천 조형물 유지관리	문화체육관광	문화예술	지역문화예술진흥 	45000000	220000000
청계천문화관 운영	문화체육관광	문화예술	지역문화예술진흥 	1672575000	9899257000
충무공 이순신 탄생지 기념 테마거리 조성	문화체육관광	문화예술	지역문화예술진흥 	0	0
친환경 극장 운영	문화체육관광	문화예술	지역문화예술진흥 	600000000	2400000000
컬처노믹스 2.0버전 연구용역	문화체육관광	문화예술	지역문화예술진흥 	0	0
탄생 100주년 문인 문학제 지원	문화체육관광	문화예술	지역문화예술진흥 	30000000	230000000
통인마을마당 작은도서관	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
특별전 공동개최 추진	문화체육관광	문화예술	지역문화예술진흥 	0	1300000000
패션산업 마케팅 지원(국비보조)	문화체육관광	문화예술	지역문화예술진흥 	2600000000	13200000000
패션산업 신진인력 양성(국비보조)	문화체육관광	문화예술	지역문화예술진흥 	850000000	4387500000
패션산업 활성화 지원	문화체육관광	문화예술	지역문화예술진흥 	1862000000	15477000000
패션산업 활성화 지원(국비보조)	문화체육관광	문화예술	지역문화예술진흥 	4050000000	22320000000
패션지원센터 운영 및 봉제산업 육성	문화체육관광	문화예술	지역문화예술진흥 	1876500000	9116800000
하계1동 가재울작은도서관	문화체육관광	문화예술	지역문화예술진흥 	0	44758000
학교도서관 개방운영비 지원	문화체육관광	문화예술	지역문화예술진흥 	690000000	3450000000
한강예술섬 운영 준비	문화체육관광	문화예술	지역문화예술진흥 	0	12510000000
한강예술섬 조성 공사	문화체육관광	문화예술	지역문화예술진흥 	0	301675000000
한강예술섬 조성 관련 용역 시행	문화체육관광	문화예술	지역문화예술진흥 	0	80000000
한강피서한마당 운영	문화체육관광	문화예술	지역문화예술진흥 	0	0
한국-호주수교 50주년기념 서울시드니교류전	문화체육관광	문화예술	지역문화예술진흥 	200000000	400000000
한글날 기념 훈민정음 반포 재현	문화체육관광	문화예술	지역문화예술진흥 	0	630000000
한서정보도서관	문화체육관광	문화예술	지역문화예술진흥 	0	19804000
한성백제박물관 건립	문화체육관광	문화예술	지역문화예술진흥 	8545700000	34183700000
한성백제박물관 건립 지원	문화체육관광	문화예술	지역문화예술진흥 	0	100910000
한성백제박물관 운영방안 연구용역	문화체육관광	문화예술	지역문화예술진흥 	0	134040000
한성백제박물관 위원회 운영	문화체육관광	문화예술	지역문화예술진흥 	265700000	409700000
한성백제박물관 통합이미지(MI)개발 용역	문화체육관광	문화예술	지역문화예술진흥 	0	112797000
해누리타운 내 문화도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	422000000
행정사무시스템 운영관리	문화체육관광	문화예술	지역문화예술진흥 	13147000	109570000
홍은 예술창작센터 운영	문화체육관광	문화예술	지역문화예술진흥 	808958000	4259043000
홍은1동 공공도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	457000000
화곡동 영어도서관 조성	문화체육관광	문화예술	지역문화예술진흥 	975000000	975000000
화곡동문화복지센터내 구립도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	300000000	1286000000
확보유물 정리 및 관리	문화체육관광	문화예술	지역문화예술진흥 	690290000	1848024000
휴대용 음성안내 시스템 구축	문화체육관광	문화예술	지역문화예술진흥 	35411000	197264000
** .원산지 표시 우수음식점 지정운영	보건	보건의료	지역보건 	0	0
**. G-20개최지역 음식점 위생수준 향상	보건	보건의료	지역보건 	0	468400000
**. 관광식당 종사자 서비스 교육지원	보건	보건의료	지역보건 	0	0
**. 보존식보관 냉동고 사업지원	보건	보건의료	지역보건 	0	0
**. 서울의자랑스러운한국음식점경영주교육실시	보건	보건의료	지역보건 	0	0
**. 소비자식품위생감시원 실무연수회	보건	보건의료	지역보건 	0	0
**. 소비자식품위생감시원 활동보고회 개최	보건	보건의료	지역보건 	0	0
**. 식중독 지수 문자전송(SMS) 서비스	보건	보건의료	지역보건 	0	0
**. 식중독예방 손소독기 사업지원	보건	보건의료	지역보건 	0	0
**. 식중독예방 식품관리 매뉴얼 개발	보건	보건의료	지역보건 	0	0
**. 식중독예방 진단 서비스확대	보건	보건의료	지역보건 	0	0
**. 식품공중위생영업 인터넷 신고제 추진(신규)	보건	보건의료	지역보건 	0	0
**. 식품접객업소 간이검사시약구매	보건	보건의료	지역보건 	0	0
**. 어린이 식품안전 및 영양교육홍보	보건	보건의료	지역보건 	0	0
**. 어린이식품안전실험교실 운영	보건	보건의료	지역보건 	0	0
**. 영업자 위생교육 인터넷 콘텐츠 개발지원	보건	보건의료	지역보건 	0	0
**. 위생부조리및 부정불량식품근절을위한 사이버신고창구운영	보건	보건의료	지역보건 	0	0
**. 음식문화 개선(식품진흥기금) 공모사업	보건	보건의료	지역보건 	0	0
**. 음식점 식품영양정보 표시제 실시	보건	보건의료	지역보건 	0	0
**. 음식점 원산지 글로벌표시 게시판 제작	보건	보건의료	지역보건 	0	0
**. 음식점 화장실 수준향상	보건	보건의료	지역보건 	0	0
**. 학교주변 어린이기호식품 위생관리 지원	보건	보건의료	지역보건 	0	0
**. 학부모와 함께하는 어린이 식품안전 및 영양교육	보건	보건의료	지역보건 	0	0
**음식점 글로벌 매뉴판 지원	보건	보건의료	지역보건 	0	0
1. 소비자식품위생감시원 교육 및 운영	보건	보건의료	지역보건 	89060000	356240000
10. 자치구 위생분야 시민만족도 조사	보건	보건의료	지역보건 	20000000	60000000
12. 한식 붐 조성을 위한 축제 등 지원	보건	보건의료	지역보건 	700000000	2100000000
13. 서울 국제빵·과자 페스티벌지원(신규)	보건	보건의료	지역보건 	100000000	200000000
14. 식품안전대책위원회 운영	보건	보건의료	지역보건 	5000000	20000000
15. 안심하고드세요 프로그램개발 및 확산	보건	보건의료	지역보건 	170000000	0
16. 서울식품안전뉴스 웹진 발간	보건	보건의료	지역보건 	85000000	340000000
18. 식품안전협의체 구성운영	보건	보건의료	지역보건 	15000000	60000000
19. 식품안전 통합인증제 인증운영	보건	보건의료	지역보건 	450000000	0
2. 식품접객영업자 위생교육비 지원 등	보건	보건의료	지역보건 	1148500000	5000000000
20. 민관합동 부정불량식품 감시	보건	보건의료	지역보건 	74400000	0
21. HACCP의무대상업소 기술지도사업	보건	보건의료	지역보건 	43400000	0
22. 식품안전 멘토링(Mentoring) 실시	보건	보건의료	지역보건 	65800000	0
23. 식품안전 전문교육실시	보건	보건의료	지역보건 	48600000	0
24. 학부모 식품안전지킴이 운영 및 지원	보건	보건의료	지역보건 	1176000000	0
25. 어린이 식품안전동아리 운영지원	보건	보건의료	지역보건 	45000000	0
26. 안심서울! 튼튼이야기 버스사업 운영	보건	보건의료	지역보건 	450000000	0
27. 시민과 소통으로 식품안전 취약분야 발굴과 개선	보건	보건의료	지역보건 	82200000	0
28. 식품안전서포터즈 운영	보건	보건의료	지역보건 	950000000	0
29. TV홈쇼핑 등 온라인 판매식품의 모니터링	보건	보건의료	지역보건 	20000000	111000000
3. 학교건강지킴이 운영	보건	보건의료	지역보건 	33300000	0
30. 어린이 식품안전 지킴이 운영	보건	보건의료	지역보건 	25000000	0
31. 소규모 음식점 원산지관리 매뉴얼제작(신규)	보건	보건의료	지역보건 	60000000	0
32. 원산지표시제 홍보	보건	보건의료	지역보건 	30000000	0
33. 화학 조미료사용 감소사업	보건	보건의료	지역보건 	40000000	0
34. Hi Seoul 식생활정보센터 운영	보건	보건의료	지역보건 	460000000	0
35. 나트륨 섭취 감소사업(Salt Down)	보건	보건의료	지역보건 	130000000	0
36. 채소 과일 섭취늘리기 사업	보건	보건의료	지역보건 	70000000	640000000
4. 1830손씻기 운동 전개	보건	보건의료	지역보건 	410000000	1640000000
5. 선제적 식중독 예방활동 강화	보건	보건의료	지역보건 	92000000	368000000
6. 식품안전 지도ㆍ점검사업	보건	보건의료	지역보건 	375000000	1500000000
65세이상 노인환자 원외약국 약제비 지원	보건	보건의료	지역보건 	260000000	1345944000
7-18. 임산부 안심먹을거리 섭취 권고안 개발보급	보건	보건의료	지역보건 	0	0
7. 일반음식점 위생등급제 실시	보건	보건의료	지역보건 	250000000	1000000000
8. 음식문화개선운동추진	보건	보건의료	지역보건 	170000000	680000000
9. 자치구 위생분야 종합평가	보건	보건의료	지역보건 	500000000	2000000000
SARS 등 신종전염병 대책	보건	보건의료	지역보건 	11250000	55795000
