service	category_one	category_two	category_three	assigned	summary
문학과 음악이 흐르는 한강	환경보호	환경보호일반	도시환경 	76500000	0
불법 노점상 및 점용물 정비	환경보호	환경보호일반	도시환경 	50000000	400000000
생태공원 운영 및 유지관리	환경보호	환경보호일반	도시환경 	635700000	3070800000
서울시 친환경 서비스 인증시스템 구축	환경보호	환경보호일반	도시환경 	60000000	310000000
서울시 환경교육센터 설치	환경보호	환경보호일반	도시환경 	0	205000000
서울특별시 환경상 시상	환경보호	환경보호일반	도시환경 	30000000	180000000
서해뱃길사업	환경보호	환경보호일반	도시환경 	0	207100000000
수상구조물 유치 및 관리계획 학술용역	환경보호	환경보호일반	도시환경 	0	295000000
수영장 유지관리	환경보호	환경보호일반	도시환경 	2126000000	10784000000
수중보 유지관리	환경보호	환경보호일반	도시환경 	398000000	2321000000
시민환경교육 활성화	환경보호	환경보호일반	도시환경 	312000000	2466000000
암사동 보행녹도 조성	환경보호	환경보호일반	도시환경 	0	7300000000
에코스쿨 운영지원	환경보호	환경보호일반	도시환경 	450000000	201000000
육갑문 수해예방	환경보호	환경보호일반	도시환경 	3231375000	6500000000
자원봉사자 운영	환경보호	환경보호일반	도시환경 	142378000	730722000
자원봉사자 운영	환경보호	환경보호일반	도시환경 	210000000	1160000000
자전거도로 이야기정거장 조성	환경보호	환경보호일반	도시환경 	200000000	800000000
전통연 만들기 교실	환경보호	환경보호일반	도시환경 	5000000	45000000
조기환경교육 활성화 지원	환경보호	환경보호일반	도시환경 	40000000	3183000000
지역환경기술개발센터 운영지원	환경보호	환경보호일반	도시환경 	380000000	2228000000
체험환경교육프로그램(보조)	환경보호	환경보호일반	도시환경 	57200000	342600000
하천시설 유지관리 및 응급복구	환경보호	환경보호일반	도시환경 	1480280000	7041120000
한강 공연예술가 프로젝트	환경보호	환경보호일반	도시환경 	0	340000000
한강 국제 재즈페스티벌	환경보호	환경보호일반	도시환경 	0	1725000000
한강 그림그리기 대회(가을)	환경보호	환경보호일반	도시환경 	0	8000000
한강 나들목 감시장치 설치	환경보호	환경보호일반	도시환경 	630000000	630000000
한강 달빛 사진전	환경보호	환경보호일반	도시환경 	0	255000000
한강 문학축전	환경보호	환경보호일반	도시환경 	150000000	750000000
한강 생태공원 확충	환경보호	환경보호일반	도시환경 	5030000000	46760000000
한강 수변공원화 시민위원회 운영	환경보호	환경보호일반	도시환경 	35200000	187200000
한강 수변공원화 조성 시설부대비	환경보호	환경보호일반	도시환경 	65000000	665000000
한강 수변공원화 조성에 의한 생태회복	환경보호	환경보호일반	도시환경 	0	124000000
한강 수변공원화 환경영향조사	환경보호	환경보호일반	도시환경 	98000000	479000000
한강 수변공원화 효율적 추진방안 연구	환경보호	환경보호일반	도시환경 	168185000	287000000
한강 수상 멀티미디어쇼	환경보호	환경보호일반	도시환경 	0	1500000000
한강 수상 축제(플로팅스테이지 관리 및 공연전시)	환경보호	환경보호일반	도시환경 	200000000	1452400000
한강 수상공연을 위한 스토리 공모전	환경보호	환경보호일반	도시환경 	0	67000000
한강 수상방재 및 수중·수상 청소	환경보호	환경보호일반	도시환경 	620000000	3200000000
한강 수해피해 복구	환경보호	환경보호일반	도시환경 	0	4970850000
한강 시설물 설치 및 유지관리 시설부대비	환경보호	환경보호일반	도시환경 	76000000	364000000
한강 어류·조류 서식환경 개선	환경보호	환경보호일반	도시환경 	188000000	1072000000
한강 오케스트라 축제	환경보호	환경보호일반	도시환경 	0	600000000
한강 자연형 호안 조성	환경보호	환경보호일반	도시환경 	0	31200000000
한강 자전거공원 운영 및 관리	환경보호	환경보호일반	도시환경 	208200000	1400200000
한강 종이비행기 대회	환경보호	환경보호일반	도시환경 	50000000	290000000
한강 캠핑페스티벌	환경보호	환경보호일반	도시환경 	0	285000000
한강 투어선 신규 건조	환경보호	환경보호일반	도시환경 	0	5900000000
한강~국립현충원 연결보행교 설치	환경보호	환경보호일반	도시환경 	0	7800000000
한강공원 GIS안내시스템 유지관리	환경보호	환경보호일반	도시환경 	15361000	75844000
한강공원 공공자전거 시스템 구축·운영	환경보호	환경보호일반	도시환경 	0	6047840000
한강공원 공원등 설치 및 운영	환경보호	환경보호일반	도시환경 	1115500000	5204000000
한강공원 기반시설 개선	환경보호	환경보호일반	도시환경 	796000000	4796000000
한강공원 기전시설물 유지관리	환경보호	환경보호일반	도시환경 	1183000000	10501000000
한강공원 나들목 증설 및 개선	환경보호	환경보호일반	도시환경 	969826000	57710000000
한강공원 뚝섬권역 특화사업	환경보호	환경보호일반	도시환경 	0	4500000000
한강공원 민간위탁시설물 관리	환경보호	환경보호일반	도시환경 	54500000	144400000
한강공원 벽천나들목 현대화사업	환경보호	환경보호일반	도시환경 	0	1500000000
한강공원 성인야구장 유지관리	환경보호	환경보호일반	도시환경 	30000000	660000000
한강공원 시민이용 홍보	환경보호	환경보호일반	도시환경 	464000000	3400000000
한강공원 안내 유선방송 유지보수	환경보호	환경보호일반	도시환경 	36000000	216000000
한강공원 양화권역 특화사업	환경보호	환경보호일반	도시환경 	0	10700000000
한강공원 여의도권역 특화사업	환경보호	환경보호일반	도시환경 	0	6000000000
한강공원 이용시설 보수·정비	환경보호	환경보호일반	도시환경 	3870800000	20663200000
한강공원 이촌권역 특화사업	환경보호	환경보호일반	도시환경 	0	9000000000
한강공원 잠실권역 특화사업	환경보호	환경보호일반	도시환경 	0	10000000000
한강공원 전망쉼터(카페) 운영 및 관리	환경보호	환경보호일반	도시환경 	346000000	1571000000
한강공원 접근시설 유지관리	환경보호	환경보호일반	도시환경 	665000000	14750000000
한강공원 주차장 운영	환경보호	환경보호일반	도시환경 	187400000	3297600000
한강공원내 수세식화장실 추가설치	환경보호	환경보호일반	도시환경 	550000000	2475000000
한강공원시설물 관리시스템 유지관리	환경보호	환경보호일반	도시환경 	34670000	139670000
한강교량 하부 쉼터 조성	환경보호	환경보호일반	도시환경 	0	1425000000
한강문화예술 중장기 발전전략 수립	환경보호	환경보호일반	도시환경 	0	50000000
한강문화포럼 운영	환경보호	환경보호일반	도시환경 	5000000	130000000
한강보전 자문회의 운영	환경보호	환경보호일반	도시환경 	23500000	117500000
한강사랑 레포츠 페스티벌	환경보호	환경보호일반	도시환경 	175000000	845000000
한강사업본부(센터 포함)청사 시설개선 및 유지관리	환경보호	환경보호일반	도시환경 	1840200000	8505800000
한강저수로 정비	환경보호	환경보호일반	도시환경 	4000000000	22487000000
한강전망 보행데크 조성	환경보호	환경보호일반	도시환경 	0	5000000000
한강지천 합류부 생태개선	환경보호	환경보호일반	도시환경 	0	2500000000
한강지천횡단교량 개선공사	환경보호	환경보호일반	도시환경 	5420000000	12120000000
한강홍보선 및 투어선 운영	환경보호	환경보호일반	도시환경 	485000000	4651000000
행정장비구매	환경보호	환경보호일반	도시환경 	422500000	9199900000
행정장비구매	환경보호	환경보호일반	도시환경 	100775000	714775000
환경 영향평가제도 운영	환경보호	환경보호일반	도시환경 	110000000	1276180000
환경개선부담금징수교부금	환경보호	환경보호일반	도시환경 	17604000000	111925195000
환경미화원 복리후생 지원	환경보호	환경보호일반	도시환경 	83600000	559600000
환경분쟁조정제도 운영	환경보호	환경보호일반	도시환경 	144300000	0
환경신문고운영	환경보호	환경보호일반	도시환경 	0	12000000
환경작품 공모전 개최	환경보호	환경보호일반	도시환경 	29600000	190000000
'과거의 흔적' 조성 사업 지원	지역개발	지역및도시	건설건축 	0	100000000
2010년 제3회 치타슬로총회 개최 협력	지역개발	지역및도시	건설건축 	0	20000000
2016년 수도권 개발제한구역관리계획 수립용역	지역개발	지역및도시	건설건축 	93000000	200000000
2017 국제건축가연맹 총회 유치	지역개발	지역및도시	건설건축 	787000000	787000000
4대문안 역사·문화도시관리기본계획 수립	지역개발	지역및도시	건설건축 	330000000	1000000000
4차원 도시계획정보시스템 구축	지역개발	지역및도시	건설건축 	0	551509000
4차원 도시계획정보시스템 안정화	지역개발	지역및도시	건설건축 	126635000	126635000
DDP주변 빛환경 개선	지역개발	지역및도시	건설건축 	0	0
TV방송용 해치 애니메이션 제작	지역개발	지역및도시	건설건축 	0	2400000000
UPIS·알기쉬운 도시계획 정보서비스 유지보수	지역개발	지역및도시	건설건축 	58796000	297143000
『그린트러스트 운동』을 통한 도시녹화	지역개발	지역및도시	건설건축 	300000000	1800000000
가로수 경관조명 설치	지역개발	지역및도시	건설건축 	0	11782000000
가로수 생육환경 개선 및 가로변 녹지량 확충	지역개발	지역및도시	건설건축 	14760000000	272441000000
가로숲 조성	지역개발	지역및도시	건설건축 	0	24825000000
간판디자인 인프라 구축	지역개발	지역및도시	건설건축 	171609000	195000000
간판문화정착을 위한 시민참여운동 전개	지역개발	지역및도시	건설건축 	0	145000000
간판이 아름다운 거리 조성	지역개발	지역및도시	건설건축 	2241444000	5158254000
갈현근린공원(은평) 조성	지역개발	지역및도시	건설건축 	0	2810000000
감로천 어린이테마공원조성(관악산 독산지구)	지역개발	지역및도시	건설건축 	0	500000000
감로천생태공원내 어린이놀이시설 설치	지역개발	지역및도시	건설건축 	0	0
강동구 서원마을 환경정비 사업(도시개발)	지역개발	지역및도시	건설건축 	0	1680000000
강북구 인수동 환경정비 사업(도시개발)	지역개발	지역및도시	건설건축 	0	1650000000
강우규 의사 기념동상 건립 지원	지역개발	지역및도시	건설건축 	0	300000000
강화운수 점용부지 쉼터 조성사업	지역개발	지역및도시	건설건축 	0	900000000
개발제한구역 경계표석 설치	지역개발	지역및도시	건설건축 	0	0
개발제한구역 주민지원사업	지역개발	지역및도시	건설건축 	3793280000	4174000000
개발제한구역 해제 등 관리방안 수립	지역개발	지역및도시	건설건축 	0	520558000
개발제한구역관리	지역개발	지역및도시	건설건축 	70000000	148000000
개운산근린공원(성북)조성	지역개발	지역및도시	건설건축 	190000000	321000000
개웅산근린공원(구로) 조성	지역개발	지역및도시	건설건축 	0	3478270000
개화산 전투지주변 공원조성	지역개발	지역및도시	건설건축 	0	180000000
거점지역 입체복합화 타당성 검토 및 기본계획 수립(도시개발)	지역개발	지역및도시	건설건축 	0	900000000
건물전면 문화공간 조성(문화체육관광부)	지역개발	지역및도시	건설건축 	0	1000000000
건축위원회 운영	지역개발	지역및도시	건설건축 	139928000	1096296000
경관/고도지구에 대한 공공지원 등 합리적 관리방안 수립(도시개발)	지역개발	지역및도시	건설건축 	391000000	5000000000
경관계획 실행을 위한 기반구축	지역개발	지역및도시	건설건축 	0	0
경부제2녹지(동작)보상(도시개발)	지역개발	지역및도시	건설건축 	3935000000	40000000000
경부제3녹지(영등포)보상(도시개발)	지역개발	지역및도시	건설건축 	4000000000	22388000000
경의선 지상구간 공원조성(도시개발)	지역개발	지역및도시	건설건축 	0	5492000000
경춘 제2녹지 조성(도시개발)	지역개발	지역및도시	건설건축 	0	1006000000
경춘선 폐선부지 공원조성 사업(도시개발)	지역개발	지역및도시	건설건축 	0	29129354000
경춘선 폐선부지 화랑구장 주변 정비	지역개발	지역및도시	건설건축 	2500000000	0
계남근린공원(구로) 조성	지역개발	지역및도시	건설건축 	0	1640000000
계남근린공원(양천) 조성	지역개발	지역및도시	건설건축 	0	500000000
고객만족 서비스 수준 향상	지역개발	지역및도시	건설건축 	39352000	362483000
고밀복합형 재정비촉진 시범사업	지역개발	지역및도시	건설건축 	0	15000000000
고척근린공원 조성	지역개발	지역및도시	건설건축 	0	1534000000000
곤충체험관 및 곤충생태관 운영	지역개발	지역및도시	건설건축 	137859000	874397000
공공관리사업 지원	지역개발	지역및도시	건설건축 	1968000000	10218000000
공공기관 담장녹화	지역개발	지역및도시	건설건축 	2182000000	33186000000
공공디자인 간행물 '공담' 발간	지역개발	지역및도시	건설건축 	0	0
공공디자인엑스포 참여	지역개발	지역및도시	건설건축 	0	1939300000
공공시설물 공모전	지역개발	지역및도시	건설건축 	345000000	925000000
공공정비계획 수립(도시환경정비사업 부문) 보조금 지원	지역개발	지역및도시	건설건축 	1500000000	8100000000
공동주택 통합정보마당 구축	지역개발	지역및도시	건설건축 	450845000	500845000
공동주택과 함께하는 열린문화 조성	지역개발	지역및도시	건설건축 	877900000	12249600000
공원 안내간판 정비(서울대공원)	지역개발	지역및도시	건설건축 	70000000	430000000
공원 홍보기능 강화	지역개발	지역및도시	건설건축 	383670000	1038338000
공원내 군부대 시설정비 및 공원조성 사업	지역개발	지역및도시	건설건축 	0	2567000000
공원내 연못 및 수질개선사업	지역개발	지역및도시	건설건축 	0	0
공원내 자원봉사자 운영	지역개발	지역및도시	건설건축 	29000000	226200000
공원내 커뮤니티센터 설치 및 운영	지역개발	지역및도시	건설건축 	0	0
공원내 화장실 시설개선	지역개발	지역및도시	건설건축 	2382000000	32054000000
공원시설관리용역	지역개발	지역및도시	건설건축 	5397634000	37418335000
공원시설물 유지보수 및 정비	지역개발	지역및도시	건설건축 	2776481000	24580451000
공원안내체계 개선사업	지역개발	지역및도시	건설건축 	0	0
공원유지관리용 장비구입	지역개발	지역및도시	건설건축 	0	248219000
공원이용 서비스수준 향상	지역개발	지역및도시	건설건축 	278645000	1274437000
공원이용 프로그램 운영	지역개발	지역및도시	건설건축 	198439000	1516759000
공원편익(판매)시설유지.보수	지역개발	지역및도시	건설건축 	78900000	682430000
공원활성화를 위한 마케팅 강화	지역개발	지역및도시	건설건축 	373000000	2829433000
공유재산 관리	지역개발	지역및도시	건설건축 	370000000	1930000000
공익근무요원 보상금	지역개발	지역및도시	건설건축 	0	164246000
공적공간 공공성 개선사업	지역개발	지역및도시	건설건축 	0	160000000
공항로 수림대 토지환매	지역개발	지역및도시	건설건축 	0	80000000
관악산 도시자연공원 조성(청룡산 지구)	지역개발	지역및도시	건설건축 	1053000000	8100000000
관악산도시자연공원(국민고충위)	지역개발	지역및도시	건설건축 	0	1967000000
관악산도시자연공원(낙성대지구-관악)조성	지역개발	지역및도시	건설건축 	2900000000	8985000000
관악산도시자연공원(독산지구-금천)조성	지역개발	지역및도시	건설건축 	900000000	38232845000
관악산도시자연공원(문성지구) 조성	지역개발	지역및도시	건설건축 	494000000	3774000000
광화문광장 백서 제작	지역개발	지역및도시	건설건축 	0	64000000
교부금(도시개발)	지역개발	지역및도시	건설건축 	2500000000	15800000000
구도심 지역별 재래산업 관광벨트 조성	지역개발	지역및도시	건설건축 	100000000	100000000
구도심 지역별 재래시장 관광벨트 조성	지역개발	지역및도시	건설건축 	0	0
국가상징거리 조성	지역개발	지역및도시	건설건축 	0	2594200000
국고보조사업 집행잔액 반납	지역개발	지역및도시	건설건축 	36587000	64154000
국고보조사업 집행잔액 반납	지역개발	지역및도시	건설건축 	2019000	7672000
국외 서울공원 노후훼손시설 정비	지역개발	지역및도시	건설건축 	594000000	600000000
궁동근린공원(연희시범아파트-서대문)조성	지역개발	지역및도시	건설건축 	0	1007000000
권역별 종합발전계획의 소통 공감 추진	지역개발	지역및도시	건설건축 	0	50000000
균형발전관련 위원회 운영	지역개발	지역및도시	건설건축 	51166000	421802000
그린디자인 개발 및 시범설치	지역개발	지역및도시	건설건축 	90000000	190000000
그린랜드(가칭)홍보사인설치	지역개발	지역및도시	건설건축 	0	0
그린웨이 조성	지역개발	지역및도시	건설건축 	0	829000000
글로벌디자인도시서미트 개최	지역개발	지역및도시	건설건축 	0	0
글로벌디자인도시서미트 협의체 구성 및 운영	지역개발	지역및도시	건설건축 	246000000	2760000000
금화터널 녹지(서대문)보상(도시개발)	지역개발	지역및도시	건설건축 	1599000000	2800000000
기반시설부담금 징수교부금	지역개발	지역및도시	건설건축 	3600000000	10716570000
기타회계 전출금	지역개발	지역및도시	건설건축 	89875300000	436574300000
기후변화 대응형 도시관리계획 수립방안 연구	지역개발	지역및도시	건설건축 	243000000	300000000
길음 자사고부지 감정평가	지역개발	지역및도시	건설건축 	0	70000000
까치산근린공원(동작) 조성	지역개발	지역및도시	건설건축 	0	12892000000
꽃동산 조성 및 녹지조경시설물 유지관리	지역개발	지역및도시	건설건축 	519640000	3393216000
꿩고개근린공원(강서) 조성	지역개발	지역및도시	건설건축 	350000000	22872000000
나무은행 운영	지역개발	지역및도시	건설건축 	61500000	3260000000
난립된 간판정비 개선	지역개발	지역및도시	건설건축 	0	1924500000
난지 잔디양묘장 조성	지역개발	지역및도시	건설건축 	600000000	800000000
난지도 재탄생 기념 국제 컨퍼런스 개최	지역개발	지역및도시	건설건축 	0	0
남산 및 산하공원 녹지량 확충	지역개발	지역및도시	건설건축 	319000000	1496880000
남산 및 산하공원 등 유지관리	지역개발	지역및도시	건설건축 	3981294000	13148057000
남산 및 산하공원 시설물 보수 정비	지역개발	지역및도시	건설건축 	504050000	2178850000
남산 북측실개천 유지관리	지역개발	지역및도시	건설건축 	426544000	448000000
남산 서울타워 영상조명 운영개선	지역개발	지역및도시	건설건축 	150000000	300000000
남산공원 시설재정비	지역개발	지역및도시	건설건축 	931000000	25280000000
남산공원 예장지구 재정비	지역개발	지역및도시	건설건축 	0	45084300000
남산공원 회현지구 재정비	지역개발	지역및도시	건설건축 	7054000000	48890000000
남산오르미 유지관리	지역개발	지역및도시	건설건축 	104000000	208000000
남태령채석장부지(대체공원용지) 공원조성	지역개발	지역및도시	건설건축 	4000000000	17790975000
내부순환도로 경관조명 설치	지역개발	지역및도시	건설건축 	300000000	7400000000
네트워크 RTK 시스템 및 측량기준점관리시스템 유지보수	지역개발	지역및도시	건설건축 	68862000	394838396000
노량진근린공원 조성	지역개발	지역및도시	건설건축 	0	1000000000
노을공원 2단계 공원화 사업	지역개발	지역및도시	건설건축 	0	0
노을공원 경사형엘리베이터 설치	지역개발	지역및도시	건설건축 	0	10979000000
노을공원 그늘막 설치	지역개발	지역및도시	건설건축 	0	2000000000
노을공원 소리 테마파크	지역개발	지역및도시	건설건축 	0	300000000
노을공원 에코랜드 조성	지역개발	지역및도시	건설건축 	1730000000	2882000000
노을공원 투명엘리베이터 설치	지역개발	지역및도시	건설건축 	0	0
노을공원내 지하 투명엘리베이터 설치	지역개발	지역및도시	건설건축 	0	0
노을조각공원 예술 조각작품 설치	지역개발	지역및도시	건설건축 	0	4111000000
노을카페 설치	지역개발	지역및도시	건설건축 	0	1928000000
녹지(청운,서초)보상(도시개발)	지역개발	지역및도시	건설건축 	0	234000000
뉴타운 사업 민원대책 등(시책사업비)	지역개발	지역및도시	건설건축 	0	0
뉴타운사업 원주민 재정착율 조사용역	지역개발	지역및도시	건설건축 	0	200000000
다양한 해치조형물 설치	지역개발	지역및도시	건설건축 	0	13000000000
답십리길 연결고가도로 설치공사	지역개발	지역및도시	건설건축 	0	10592000000
답십리길(대로2-494)확장공사	지역개발	지역및도시	건설건축 	0	35200000000
대모산 도시자연공원(대모천지구) 조성	지역개발	지역및도시	건설건축 	1050000000	13113000000
대학 담장개방 녹화	지역개발	지역및도시	건설건축 	0	4348680000
대학가 주변지역  환경정비사업(도시개발)	지역개발	지역및도시	건설건축 	0	2493000000
대형공원 사계절 축제	지역개발	지역및도시	건설건축 	0	1610940000
도곡근린공원(강남) 조성	지역개발	지역및도시	건설건축 	0	52405000000
도시·건축 공동위원회 운영	지역개발	지역및도시	건설건축 	102277000	688533000
도시개발특별회계 법정전출금	지역개발	지역및도시	건설건축 	676725000000	2946045000000
도시개발특별회계 전출금(일반지원)	지역개발	지역및도시	건설건축 	0	50000000000
도시갤러리 프로젝트	지역개발	지역및도시	건설건축 	482000000	8309000000
도시건축 미래상 정립 및 건축기준 설정	지역개발	지역및도시	건설건축 	0	177685000
도시경관가꾸기 시범사업	지역개발	지역및도시	건설건축 	3000746000	4350000000
도시경쟁력 강화를 위한 육성용도 도입방안 연구	지역개발	지역및도시	건설건축 	0	300000000
도시계획 모니터링 및 상시 계획체계 구축방안 연구	지역개발	지역및도시	건설건축 	0	300000000
도시계획시설의 중복.복합화에 따른 효율적 운용방안 연구	지역개발	지역및도시	건설건축 	0	200000000
도시계획위원회 운영	지역개발	지역및도시	건설건축 	188483000	766080000
도시공원위원회 운영	지역개발	지역및도시	건설건축 	60000000	196000000
도시구조물 벽면녹화	지역개발	지역및도시	건설건축 	2348000000	36208000000
도시녹화 조성	지역개발	지역및도시	건설건축 	800000000	1400000000
도시디자인기본계획 수립	지역개발	지역및도시	건설건축 	0	200000000
도시생태현황도 유지관리	지역개발	지역및도시	건설건축 	0	20000000
도시재정비 위원회 운영	지역개발	지역및도시	건설건축 	105000000	579400000
도시정책 컨퍼런스 운영	지역개발	지역및도시	건설건축 	200000000	1050000000
도시환경정비사업 융자금 지원	지역개발	지역및도시	건설건축 	10000000000	320000000000
도시활력증진지역 개발사업	지역개발	지역및도시	건설건축 	318000000	318000000
도심 지하공간 네트워크 구축 사업	지역개발	지역및도시	건설건축 	0	100000000
도심재창조 프로젝트 영상백서 제작	지역개발	지역및도시	건설건축 	0	230000000
독립공원 유지관리	지역개발	지역및도시	건설건축 	0	410597000
동남권 유통단지 조성 관련(시책사업비)	지역개발	지역및도시	건설건축 	0	10800000
동네 커뮤니티공원 시범조성	지역개발	지역및도시	건설건축 	1486000000	13150000000
동네뒷산 공원 조성	지역개발	지역및도시	건설건축 	35926000000	300087000000
동대문디자인플라자 운영준비	지역개발	지역및도시	건설건축 	19139175000	56057853000
동대문역사문화공원	지역개발	지역및도시	건설건축 	0	72493000000
동대문역사문화공원 건설	지역개발	지역및도시	건설건축 	74063000000	216169000000
동대문주변 이전예정지 종합정비계획 수립	지역개발	지역및도시	건설건축 	0	0
동물 사육관리시스템 개선	지역개발	지역및도시	건설건축 	26702000	227902000
동물병원 진료기능 강화	지역개발	지역및도시	건설건축 	218148000	2143384000
동물분 환경처리장 정비	지역개발	지역및도시	건설건축 	25000000	189000000
동물사 유지관리	지역개발	지역및도시	건설건축 	2867719000	20004899000
동물쇼 프로그램 운영	지역개발	지역및도시	건설건축 	219545000	1525056000
동물원 수목식재 및 조경 강화	지역개발	지역및도시	건설건축 	200000000	3042250000
동물원 유지관리	지역개발	지역및도시	건설건축 	1994600000	13042700000
동물원 재조성 사업 기본설계 용역	지역개발	지역및도시	건설건축 	0	0
동물원 재조성사업	지역개발	지역및도시	건설건축 	0	36000000000
동물전시 프로그램 개발운영	지역개발	지역및도시	건설건축 	265250000	4299750000
동물표본 제작 및 특수사료 생산	지역개발	지역및도시	건설건축 	29425000	208480000
동부푸른도시사업소 산하공원 유지관리	지역개발	지역및도시	건설건축 	7044075000	17181169000
동부푸른도시사업소 행정장비 및 사업용 장비 구입	지역개발	지역및도시	건설건축 	196618000	310030000
동상 유지관리 및 보수,교체,신설	지역개발	지역및도시	건설건축 	0	1000000000
동서간 연결도로 조성공사(한남)	지역개발	지역및도시	건설건축 	0	32343098000
동주민센터 시민편의 디자인 개발	지역개발	지역및도시	건설건축 	0	175000000
디자인모니터단 운영	지역개발	지역및도시	건설건축 	0	0
디자인서울 가이드라인 사후평가시스템 유지관리	지역개발	지역및도시	건설건축 	13030000	13030000
디자인서울 거리조성	지역개발	지역및도시	건설건축 	0	29423976000
디자인서울 시민거버넌스 구축	지역개발	지역및도시	건설건축 	0	0
디자인서울 포럼 운영	지역개발	지역및도시	건설건축 	14000000	98000000
디자인서울 해외통신원 운영 및 공공디자인 간행물 '공담' 발간	지역개발	지역및도시	건설건축 	117000000	542000000
디자인서울 홈페이지 유지보수	지역개발	지역및도시	건설건축 	45000000	240313000
디지털지적구축시범사업	지역개발	지역및도시	건설건축 	0	58395000
리모델링 건축물 에너지저소비형 설계기준 마련	지역개발	지역및도시	건설건축 	0	0
리모델링 활성화구역 디자인설계비 보조	지역개발	지역및도시	건설건축 	0	0
마곡 R&D타워 건립 타당성조사 및 기본계획 수립	지역개발	지역및도시	건설건축 	90673000	0
매립가스 포집시설처리 위탁운영	지역개발	지역및도시	건설건축 	1171000000	6021000000
매립지 유지관리 모니터링	지역개발	지역및도시	건설건축 	30000000	161000000
매수표소 운영	지역개발	지역및도시	건설건축 	179825000	1443107000
매헌기념관(윤봉길의사)운영비	지역개발	지역및도시	건설건축 	0	0
메낙골근린공원 조성사업(도시개발)	지역개발	지역및도시	건설건축 	0	100000000
명일근린공원(강동) 조성	지역개발	지역및도시	건설건축 	884000000	65550000000
문정근린공원 조성	지역개발	지역및도시	건설건축 	1400000000	8816000000
물을 이용한 친수공간조성	지역개발	지역및도시	건설건축 	0	58495000000
미디어 클라우드 조성	지역개발	지역및도시	건설건축 	0	60000000
미래형 도시관리 모델설정 및 시민공감 형성방안 연구	지역개발	지역및도시	건설건축 	0	0
미술장식심의위원회운영	지역개발	지역및도시	건설건축 	26500000	162860000
미집행 도시계획시설 재정비계획수립 용역	지역개발	지역및도시	건설건축 	200000000	23000000
민간 경관협정 시범 사업추진	지역개발	지역및도시	건설건축 	0	5000000000
민간건축물 안전관리	지역개발	지역및도시	건설건축 	16000000	84000000
밀도관리 체계 구축 및 적정밀도 관리방안 연구	지역개발	지역및도시	건설건축 	186000000	250000000
반환금및기타(도시개발)	지역개발	지역및도시	건설건축 	40000000	220000000
방화대교 주변 공원화 사업	지역개발	지역및도시	건설건축 	0	200000000
배봉산근린공원(동대문) 조성	지역개발	지역및도시	건설건축 	1700000000	32548000000
백련근린공원(논골지역)조성	지역개발	지역및도시	건설건축 	1200000000	11166000000
백련근린공원(서대문) 조성	지역개발	지역및도시	건설건축 	171000000	19347000000
백련근린공원(은평) 조성	지역개발	지역및도시	건설건축 	1000000000	18710000000
보라매공원 시설물 보수정비	지역개발	지역및도시	건설건축 	259800000	4736640000
봉산도시자연공원(은평) 조성	지역개발	지역및도시	건설건축 	1200000000	1200000000
봉제산근린공원(강서) 조성	지역개발	지역및도시	건설건축 	1300000000	35367000000
봉화산근린공원(중랑) 조성	지역개발	지역및도시	건설건축 	2798000000	57766000000
봉화산길 확장공사	지역개발	지역및도시	건설건축 	0	11925000000
