service (원래 사업 이름)	띄어쓰기한 사업 이름 	category_one	category_two	category_three	assigned	summary
공원편익(판매)시설 유지 및 보수	공원 편익 판매 시설 유지 보수	지역개발	지역및도시	건설건축 	72687000	360848000
공원환경분야 신규사업	공원 환경 분야 신규 사업	일반공공행정	재정금융	지방세운용 	0	0
공원활성화를 위한 마케팅 강화	공원 활성화 마케팅 강화	지역개발	지역및도시	건설건축 	671676000	3142098000
공유서울 확산	공유 서울 확산	일반공공행정	일반행정	일반행정지원 	900000000	3620650000
공유재산 관리	공유 재산 관리	지역개발	지역및도시	건설건축 	379906000	1950172000
공유재산 관리 및 운영	공유 재산 관리 운영	일반공공행정	일반행정	일반행정지원 	1022011000	5166774000
공익근무요원 관리	공익근무요원 관리	공공질서및안전	재난방재및민방위	민방위 	574322000	2930236000
공익제보 활성화 및 공익제보자 지원	공익 제보 활성화 공익 제보자 지원	일반공공행정	일반행정	일반행정지원 	42920000	174680000
공장설립정보망 운영비 지원	공장 설립 정보망 운영비 지원	산업중소기업	산업진흥고도화	산업진흥 	49000000	245000000
공정무역도시 서울 추진	공정 무역 도시 서울 추진	산업중소기업	산업진흥고도화	산업진흥 	827000000	4527000000
공정하고 합리적인 인사관리 운영	공정 합리 인사 관리 운영	일반공공행정	일반행정	일반행정지원 	462696000	1945384000
공중위생업소 위생서비스 관리	공중 위생 업소 위생 서비스 관리	보건	보건의료	지역보건 	48560000	246000000
공중이용시설 실내공기 오염도 측정	공중 이용 시설 실내 공기 오염도 측정	보건	보건의료	지역보건 	12500000	65300000
공중화장실 물 절약(중수도)시설 설치사업	공중 화장실 물 절약 중수도 시설 설치 사업	보건	보건의료	지역보건 	0	0
공중화장실 시설·운영관리 수준향상	공중 화장실 시설 운영 관리 수준 향상	보건	보건의료	지역보건 	60040000	302264000
공중화장실 여성용 시설확충	공중화장실 여성용 시설 확충	보건	보건의료	지역보건 	180000000	970000000
공직자 재산등록 사무처리	공직자 재산등록 사무 처리	일반공공행정	일반행정	일반행정지원 	89730000	452400000
공항 빗물펌프장 시설용량 증대	공항 빗물 펌프장 시설 용량 증대	지역개발	수자원	하천 	0	4291000000
공항입구지하차도 보수 및 포장공사	공항 입구 지하차도 보수 포장 공사	수송및교통	도로	도로관리 	200000000	200000000
과거시험 재현	과거시험 재현	문화체육관광	문화재	문화재보존정책 	150000000	800000000
과태료 사전통지서 PDA 발급 확대	과태료 사전 통지서 PDA 발급 확대	일반공공행정	일반행정	일반행정지원 	180000000	720000000
관광교통수단 개발 및 개선에 관한 연구용역	관광 교통 수단 개발 개선 연구 용역	문화체육관광	관광	관광정책 	0	0
관광안내소 운영	관광 안내소 운영	문화체육관광	관광	관광정책 	5532713000	27123752000
관광안내체계 구축지원	관광 안내 체계 구축 지원	문화체육관광	관광	관광정책 	0	0
관악 어린이창작놀이터 운영	관악 어린이 창작 놀이터 운영	문화체육관광	문화예술	지역문화예술진흥 	418753000	2100618000
관악구 남부초등학교 지하주차장 건설	관악구 남부초등학교 지하 주차장 건설	수송및교통	물류등기타	교통관리 	1163000000	2157000000
관악구민 종합체육센터 보수(주민참여)	관악구민 종합 체육 센터 보수 주민참여 	문화체육관광	체육	체육정책 	200000000	200000000
관악산 둘레길 방범시설 설치(주민참여)	관악산 둘레길 방범 시설 설치 주민참여 	지역개발	지역및도시	건설건축 	80000000	80000000
관악산 선우지구 생태공원 방범시설 설치(주민참여)	관악산 선우지구 생태 공원 방범 시설 설치 주민참여 	지역개발	지역및도시	건설건축 	35000000	35000000
관악산도시자연공원 관악산입구 재정비	관악산 도시자연공원 관악산 입구 재정비	지역개발	지역및도시	건설건축 	400000000	4400000000
관악산도시자연공원 산책로 정비(주민참여)	관악산 도시자연공원 산책로 정비 주민참여 	지역개발	지역및도시	건설건축 	0	0
관악산도시자연공원(낙성대지구 야외놀이마당) 조성	관악산 도시자연공원 낙성대지구 야외 놀이 마당 조성	지역개발	지역및도시	건설건축 	804000000	5004000000
관악산도시자연공원(독산지구) 유아숲체험장 운영(주민참여)	관악산 도시자연공원 독산지구 유아 숲 체험장 운영 주민참여 	지역개발	지역및도시	건설건축 	120000000	120000000
관악산도시자연공원(독산지구-금천)조성	관악산 도시자연공원 독산지구 금천 조성	지역개발	지역및도시	건설건축 	0	11129200000
관악산도시자연공원(문성지구) 조성	관악산 도시자연공원 문성지구 조성	지역개발	지역및도시	건설건축 	1500000000	9570000000
관악산도시자연공원(신림계곡지구-입구) 재조성	관악산 도시자연공원 신림계곡지구 입구 재조성	지역개발	지역및도시	건설건축 	0	0
관악산도시자연공원(청룡산지구)조성	관악산 도시자연공원 청룡산지구 조성	지역개발	지역및도시	건설건축 	0	2625000000
관악산저류조 설치	관악산 저류조 설치	지역개발	수자원	하천 	14500000000	35286000000
관악은천길 도로확장	관악 은천길 도로 확장	수송및교통	도로	도로관리 	0	500000000
관악초등학교 지하주차장 건설	관악초등학교 지하 주차장 건설	수송및교통	물류등기타	교통관리 	0	1173000000
광고 유치 추진	광고 유치 추진	수송및교통	물류등기타	교통관리 	774300000	3872500000
광고물관리 및 디자인심의위원회 운영	광고물 관리 디자인 심의 위원회 운영	지역개발	지역및도시	건설건축 	25000000	110000000
광명고가도로 내진보강공사	광명 고가도로 내진 보강 공사	수송및교통	도로	도로관리 	0	600000000
광역경제권 연계협력	광역 경제권 연계 협력	산업중소기업	산업진흥고도화	산업진흥 	961700000	6386500000
광역자활기업 설립 지원	광역 자활 기업 설립 지원	사회복지	취약계층지원	장애인생활안정지원 	56500000	0
광역자활센터 운영 지원	광역 자활 센터 운영 지원	사회복지	취약계층지원	장애인생활안정지원 	468830000	2394417000
광역정신건강증진센터 운영	광역 정신 건강 증진 센터 운영	보건	보건의료	지역보건 	3826912000	18211960000
광역철도건설비 부담	광역 철도 건설비 부담	수송및교통	물류등기타	교통관리 	13572000000	68673000000
광장동 245, 248번지 일대 침수방지	광장동 245 248번지 일대 침수 방지	환경보호	상하수도및수질	상수도 	0	0
광장동 329-1~145-11간 외 1개소 하수관개량	광장동 329-1 145-11 1개소 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
광장동 체육시설부지 매입	광장동 체육 시설 부지 매입	문화체육관광	체육	체육정책 	14900000000	37800000000
광진교 보수공사	광진교 보수 공사	수송및교통	도로	도로관리 	0	0
광진구 경로당 시설개보수 사업(주민참여)	광진구 경로당 시설 개보수 사업 주민참여 	사회복지	노인청소년	노인생활안정 	350000000	350000000
광화문 국제아트페스티벌 지원	광화문 국제 아트 페스티벌 지원	문화체육관광	문화예술	지역문화예술진흥 	200000000	400000000
광화문광장 관리 운영	광화문 광장 관리 운영	지역개발	지역및도시	건설건축 	982844000	4879638000
광화문광장 문화예술공연	광화문 광장 문화 예술 공연	문화체육관광	문화예술	지역문화예술진흥 	0	0
교량 안전관리 학술심포지엄 행사개최	교량 안전 관리 학술 심포지엄 행사 개최	수송및교통	도로	도로관리 	0	0
교량시설물 관리 시설부대비	교량 시설물 관리 시설 부대비	수송및교통	도로	도로관리 	0	17000000
교량시설물 품질향상 및 유지관리	교량 시설물 품질 향상 유지 관리	수송및교통	도로	도로관리 	0	48561000
교수 연구보조비 지급	교수 연구 보조비 지급	교육	고등교육	대학관리일반 	2083955000	10436632000
교원선택적복지제도 운영	교원 선택적 복지 제도 운영	교육	고등교육	대학관리일반 	855200000	4330710000
교육과정개발 및 교육훈련계획 수립	교육 과정 개발 교육 훈련 계획 수립	일반공공행정	일반행정	일반행정지원 	32800000	145200000
교육급여	교육 급여	사회복지	취약계층지원	장애인생활안정지원 	0	0
교육생 급식지원	교육생 급식 지원	일반공공행정	일반행정	일반행정지원 	215331000	1045599000
교육우선지구 지원	교육 우선 지구 지원	교육	유아및초중등교육	유아교육 	3000000000	3000000000
교육지원 행정운영	교육 지원 행정 운영	교육	유아및초중등교육	유아교육 	99625000	502639000
교육지원환경개선	교육 지원 환경 개선	교육	고등교육	대학관리일반 	2587440000	13622960000
교육청도서관 운영비 지원	교육청 도서관 운영비 지원	문화체육관광	문화예술	지역문화예술진흥 	4177000000	20885000000
교육훈련 진단 및 효과분석	교육 훈련 진단 효과 분석	일반공공행정	일반행정	일반행정지원 	0	150000000
교육훈련장비 확충	교육 훈련 장비 확충	일반공공행정	일반행정	일반행정지원 	133650000	723612000
교체장애 수전정비	교체 장애 수전 정비	환경보호	상하수도및수질	상수도 	368184000	1963089000
교통 예측정보시스템 구축	교통 예측 정보 시스템 구축	수송및교통	물류등기타	교통관리 	0	0
교통관련 위원회 운영	교통 관련 위원회 운영	수송및교통	물류등기타	교통관리 	157400000	705500000
교통량측정기 및 함체보수	교통량 측정기 함체 보수	수송및교통	물류등기타	교통관리 	100000000	508000000
교통방송 홈페이지 고도화	교통방송 홈페이지 고도화	수송및교통	물류등기타	교통관리 	62000000	199071000
교통방송 홍보	교통방송 홍보	수송및교통	물류등기타	교통관리 	63650000	341250000
교통사고 잦은 곳 개선	교통사고 잦은 곳 개선	수송및교통	물류등기타	교통관리 	2456000000	26096000000
교통소통대책 자문위원회 운영	교통 소통 대책 자문 위원회 운영	수송및교통	물류등기타	교통관리 	21000000	106560000
교통신호기 신설	교통 신호기 신설	수송및교통	물류등기타	교통관리 	0	2770000000
교통신호기 신설 및 보수	교통 신호기 신설 보수	수송및교통	물류등기타	교통관리 	6989000000	33772000000
교통신호제어용 차량검지기 보수	교통 신호 제어용 차량 검지기 보수	수송및교통	물류등기타	교통관리 	162450000	820800000
교통안전시설물 유지관리	교통 안전 시설물 유지 관리	수송및교통	물류등기타	교통관리 	11494950000	58451692000
교통안전표지 설치 및 개선	교통 안전 표지 설치 개선	수송및교통	물류등기타	교통관리 	994000000	4970000000
교통운영 보조원 관리	교통 운영 보조원 관리	수송및교통	물류등기타	교통관리 	30000000	150000000
교통위반관리시스템 운영	교통 위반 관리 시스템 운영	수송및교통	물류등기타	교통관리 	186463000	939352000
교통유발부담금 징수사업	교통 유발 부담금 징수 사업	수송및교통	물류등기타	교통관리 	29026000000	1.43646E+11
교통정보센터(Seoul TOPIS) 운영	교통 정보 센터 Seoul TOPIS 운영	수송및교통	물류등기타	교통관리 	1354760000	5840040000
교통특별 대책추진	교통 특별 대책 추진	수송및교통	물류등기타	교통관리 	333041000	1397276000
구급장비 유지관리 및 보강	구급 장비 유지 관리 보강	공공질서및안전	재난방재및민방위	민방위 	2752066000	13738550000
구두테마공원 조성(주민참여)	구두 테마 공원 조성 주민참여 	지역개발	지역및도시	건설건축 	500000000	500000000
구로(궁동) 청소년문화의 집 건립지원	구로 궁동 청소년 문화의 집 건립 지원	사회복지	노인청소년	노인생활안정 	270000000	1350000000
구로2  배수분구 하수관거 종합정비	구로2 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	3200000000
구로2동 472번지일대 침수방지	구로2동 472번지 일대 침수 방지	환경보호	상하수도및수질	상수도 	1000000000	4000000000
구로3 배수분구 하수관거 종합정비	구로3 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	0
구로4동 주택가 공동주차장 건설	구로4동 주택가 공동 주차장 건설	수송및교통	물류등기타	교통관리 	1835000000	6880000000
구로5동 공원로 보행전용거리 운영(주민참여)	구로5동 공원로 보행 전용 거리 운영 주민참여 	수송및교통	물류등기타	교통관리 	180000000	180000000
구로공단역사체험관 운영지원	구로 공단 역사 체험관 운영 지원	문화체육관광	문화예술	지역문화예술진흥 	100000000	350000000
구로구 거점형(복합) 인생이모작지원센터 건립	구로구 거점형 복합 인생 이모작 지원센터 건립	사회복지	노인청소년	노인생활안정 	4199000000	25828000000
구로구 저소득층 음식물쓰레기 대형감량기 보급 지원(주민참여)	구로구 저소득층 음식물 쓰레기 대형 감량기 보급 지원 주민참여 	환경보호	폐기물	폐기물관리일반 	550000000	550000000
구로구 항동지역 하수처리비 부담금	구로구 항동 지역 하수 처리비 부담금	환경보호	상하수도및수질	상수도 	177000000	945676000
구룡터널 외 2개소 노후방재설비 보완공사	구룡터널 2개소 노후 방재 설비 보완 공사	수송및교통	도로	도로관리 	1847000000	1847000000
구룡터널외5개소 방재설비 보완공사	구룡터널 5개소 방재 설비 보완 공사	수송및교통	도로	도로관리 	0	2170000000
구립 도서관 장애인 편의시설 설치(주민참여)	구립 도서관 장애인 편의시설 설치 주민참여 	문화체육관광	문화예술	지역문화예술진흥 	36000000	36000000
구립학수경로당 기능개선 (주민참여)	구립 학수 경로당 기능 개선 주민참여 	일반공공행정	일반행정	일반행정지원 	45000000	45000000
구불구불 사근동 골목길! 계단정비와 핸드레일 설치(노후계단 및 경사로 정비, 성동구 사근동, 주민참여)	구불구불 사근동 골목길 계단 정비 핸드레일 설치 노후 계단 경사로 정비 성동구 사근동 주민참여 	수송및교통	도로	도로관리 	50000000	50000000
구산1 배수분구 하수관로 종합정비	구산1 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	5678000000	10678000000
구의 배수분구 하수관로 종합정비	구의 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	7000000000	36500000000
구의 유수지 CSOs 저류조 설치	구의 유수지 CSOs 저류조 설치	환경보호	상하수도및수질	상수도 	50000000	28350000000
구의, 자양동 일대 방재시설 확충	구의 자양동 일대 방재 시설 확충	지역개발	수자원	하천 	0	3063000000
구의2동 주택가 공동주차장 건설	구의2동 주택가 공동 주차장 건설	수송및교통	물류등기타	교통관리 	1500000000	1500000000
구의야구공원 시설 개보수	구의 야구 공원 시설 개보수	문화체육관광	체육	체육정책 	0	250000000
구의야구공원 운영 및 유지관리	구의 야구 공원 운영 유지 관리	문화체육관광	체육	체육정책 	145597000	724226000
구의정수센터 재건설 및 고도정수처리 시설공사	구의 정수 센터 재건설 고도 정수 처리 시설 공사	환경보호	상하수도및수질	상수도 	53908000000	1.14908E+11
구일고가차도 보수공사	구일 고가차도 보수 공사	수송및교통	도로	도로관리 	0	0
구일역사 성능개선사업(도시개발특별회계)	구일 역사 성능 개선 사업 도시 개발 특별회계 	문화체육관광	체육	체육정책 	2534000000	5002000000
구조 및 응급처치 교육	구조 응급 처치 교육	보건	보건의료	지역보건 	1961000000	8477000000
구천면길 확장(천일초교사거리~명일역간)	구천면길 확장 천일초교사거리 명일역 	수송및교통	도로	도로관리 	0	0
국가 암검진	국가 암 검진	보건	보건의료	지역보건 	5085550000	26183180000
국가입법관리시스템 및 법무행정서비스 운영	국가 입법 관리 시스템 법무 행정 서비스 운영	일반공공행정	일반행정	일반행정지원 	120804000	318639000
국가지정 입원치료병상 시설장비유지비	국가 지정 입원 치료 병상 시설 장비 유지비	보건	보건의료	지역보건 	249000000	1110000000
국가지정문화재 보수	국가 지정 문화재 보수	문화체육관광	문화재	문화재보존정책 	7422000000	33641600000
국가하천 유지보수	국가 하천 유지 보수 	지역개발	수자원	하천 	1600000000	1600000000
국공립어린이집 확충	국공립 어린이집 확충	사회복지	보육가족및여성	가족기능강화 	75182394000	1.44182E+11
국내 개최 국제행사(회의) 지원	국내 개최 국제 행사 회의 지원	산업중소기업	무역및투자유치	무역 	173500000	1373500000
국내 의정활동 교류	국내 의정 활동 교류	일반공공행정	일반행정	선거관리 	82200000	633795000
국내외 수도사업 진출	국내외 수도 사업 진출	환경보호	상하수도및수질	상수도 	240544000	1314814000
국내외 재난의료지원	국내외 재난 의료 지원	보건	보건의료	지역보건 	316212000	1593124000
국내위탁교육훈련	국내 위탁 교육 훈련	일반공공행정	일반행정	일반행정지원 	2882004000	14404716000
국립장애인도서관운영(장애인정보누리터)	국립 장애인 도서관 운영 장애인 정보 누리터 	문화체육관광	문화예술	지역문화예술진흥 	0	0
국민체력증진 기반 시설	국민 체력 증진 기반 시설	문화체육관광	체육	체육정책 	0	2646250000
국민체력증진기반 조성 시범사업	국민 체력 증진 기반 조성 시범 사업	문화체육관광	체육	체육정책 	995250000	995250000
국방벤처센터 시설개선	국방 벤처 센터 시설 개선	산업중소기업	산업중소기업일반	지역경제 	0	0
국악 활성화 사업	국악 활성화 사업	문화체육관광	문화예술	지역문화예술진흥 	300000000	1200000000
국악로 국악의 향연	국악로 국악 향연	문화체육관광	문화예술	지역문화예술진흥 	0	100000000
국악분야 예술강사 지원	국악 분야 예술 강사 지원	문화체육관광	문화예술	지역문화예술진흥 	780660000	3903300000
국악한마당	국악 한마당	문화체육관광	문화예술	지역문화예술진흥 	150000000	780000000
국외 자매도시 의회대표단 초청	국외 자매 도시 의회 대표단 초청	일반공공행정	일반행정	선거관리 	102400000	508008000
국제 관광도시 대표공연 콘텐츠 개발 및 상설화	국제 관광 도시 대표 공연 콘텐츠 개발 상설화	문화체육관광	관광	관광정책 	100000000	200000000
국제 산사태 자문단 운영	국제 산사태 자문단 운영	공공질서및안전	재난방재및민방위	민방위 	55000000	227000000
국제공인시험기관(Kolas) 인정 운영 내실화	국제 공인 시험 기관 Kolas 인정 운영 내실화	보건	보건의료	지역보건 	20000000	100000000
국제도시 조명연맹 정책교류사업	국제 도시 조명 연맹 정책 교류 사업	지역개발	지역및도시	건설건축 	15700000	79200000
국제포럼 개최 및 홍보	국제 포럼 개최 홍보	산업중소기업	산업진흥고도화	산업진흥 	0	0
국제학술 심포지움 개최	국제 학술 심포지움 개최	문화체육관광	문화예술	지역문화예술진흥 	0	88500000
국제현대무용제 지원	국제 현대 무용제 지원	문화체육관광	문화예술	지역문화예술진흥 	390000000	390000000
국제회의(기구) 참가 확대 및 유치	국제 회의 기구 참가 확대 유치	산업중소기업	무역및투자유치	무역 	415757000	1412010000
국ㆍ시유재산 관리위임	국유 시유 재산 관리 위임	일반공공행정	일반행정	일반행정지원 	300000000	5540000000
군자 배수분구 하수관거 종합정비	군자 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	0
군자동 100-5번지 주변 사각형거 보수보강	군자동 100-5번지 주변 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	0	200000000
군자동 357~354번지 외 1개소 하수관 정비 공사	군자동 357 354번지 1개소 하수관 정비 공사	환경보호	상하수도및수질	상수도 	0	0
굴포천 임시배수펌프장 운영	굴포천 임시 배수 펌프장 운영	지역개발	수자원	하천 	5000000	25000000
권역별 생활권계획 수립	권역별 생활권 계획 수립	지역개발	지역및도시	건설건축 	1200000000	5951000000
권역별 한부모가족지원센터 운영	권역별 한부모 가족 지원센터 운영	사회복지	보육가족및여성	가족기능강화 	750000000	3091206000
귀농 종합 지원	귀농 종합 지원	농림해양수산	농업농촌	농림진흥 	123740000	592440000
균형있는 식단 실천을 위한 채식 늘리기 사업	균형 식단 실천 채식 늘리기 사업	보건	식품의약안전	식품안전 	0	0
그린 빗물인프라 시설 구축	그린 빗물 인프라 시설 구축	환경보호	상하수도및수질	상수도 	300000000	1200000000
그린카 보급	그린카 보급	환경보호	대기	대기보전 	5454500000	30189000000
그린카 충전인프라 구축	그린카 충전 인프라 구축	환경보호	대기	대기보전 	1944165000	11442458000
그린트러스트 운동을 통한 도시녹화	그린 트러스트 운동 도시 녹화	지역개발	지역및도시	건설건축 	300000000	1500000000
그린푸드존 전담관리원 등 교육	그린 푸드존 전담 관리원 교육	보건	식품의약안전	식품안전 	0	0
그림이 있는 마을골목만들기 사업	그림 마을 골목 만들기 사업	지역개발	지역및도시	건설건축 	0	300000000
근교산 등산로 정비	근교산 등산로 정비	환경보호	자연	생태계 	7159000000	36869000000
근교산 자락길 조성	근교산 자락길 조성	환경보호	자연	생태계 	6842000000	13262000000
근로청년 공용공간 설치.운영	근로 청년 공용 공간 설치 운영	사회복지	노동	고용정책 	520000000	520000000
근현대 서울유산 수집	근현대 서울 유산 수집	문화체육관광	문화예술	지역문화예술진흥 	98300000	480860000
글로벌 헬스케어 활성화	글로벌 헬스케어 활성화	보건	보건의료	지역보건 	0	0
글로벌시티 네트워크 아카데미운영(고위공무원 단기연수)	글로벌 시티 네트워크 아카데미 운영 고위 공무원 단기 연수 	산업중소기업	무역및투자유치	무역 	0	0
글로벌인적자원네트워크 운영	글로벌 인적 자원 네트워크 운영	산업중소기업	무역및투자유치	무역 	45850000	229850000
금연도시만들기	금연 도시 만들기	보건	보건의료	지역보건 	620145000	1849875000
금천 따또절전소 운영(주민참여)	금천 따또 절전소 운영 주민참여 	환경보호	대기	대기보전 	92000000	92000000
금천 새재미마을 태양광발전소 건설(주민참여)	금천 새재미마을 태양광 발전소 건설 주민참여 	환경보호	대기	대기보전 	120000000	120000000
금천교 보수공사	금천교 보수 공사	수송및교통	도로	도로관리 	1000000000	1000000000
금천구 금하로 구조개선	금천구 금하로 구조 개선	수송및교통	도로	도로관리 	0	0
금천구 독산동 명품 우시장 마을 만들기(주민참여)	금천구 독산동 명품 우시장 마을 만들기 주민참여 	산업중소기업	산업진흥고도화	산업진흥 	0	165000000
금천구립시흥정보도서관 건립	금천 구립 시흥 정보 도서관 건립	문화체육관광	문화예술	지역문화예술진흥 	0	2186000000
금천마을학교운영(주민참여)	금천 마을 학교 운영 주민참여 	교육	유아및초중등교육	유아교육 	300000000	300000000
금천실버센터 건립	금천 실버 센터 건립	사회복지	노인청소년	노인생활안정 	0	0
금천에코센터 조성 및 운영(주민참여)	금천 에코 센터 조성 운영 주민참여 	환경보호	환경보호일반	도시환경 	0	370000000
금호동 벽산아파트 주변 외 1개소 하수관 개량	금호동 벽산아파트 주변 1개소 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
금호유수지 활용방안 마련을 위한 구조물 안전진단	금호 유수지 활용 방안 마련 구조물 안전 진단	지역개발	수자원	하천 	100000000	100000000
급경사 이면도로 계단설치(성북구, 주민참여)	급경사 이면도로 계단 설치 성북구 주민참여 	수송및교통	도로	도로관리 	0	200000000
급성감염병 격리치료비	급성 감염병 격리 치료비	보건	보건의료	지역보건 	23000000	135000000
급수공사	급수 공사	환경보호	상하수도및수질	상수도 	21801101000	1.08226E+11
급식지원운영관리	급식 지원 운영 관리	교육	유아및초중등교육	유아교육 	86925000	460628000
기간제근로자 활용 누수탐사	기간제 근로자 활용 누수 탐사	환경보호	상하수도및수질	상수도 	999270000	5463270000
기강감찰 운영	기강 감찰 운영	일반공공행정	일반행정	일반행정지원 	52023000	260115000
기관별 성과 평가	기관별 성과 평가	일반공공행정	일반행정	일반행정지원 	1000000000	5000000000
기관운영경비	기관 운영 경비	일반공공행정	일반행정	일반행정지원 	2155000000	11985160000
기록관 운영	기록관 운영	일반공공행정	일반행정	일반행정지원 	2332499000	12629417000
기록정보 콘텐츠 개발	기록 정보 콘텐츠 개발	일반공공행정	일반행정	일반행정지원 	0	109000000
기본관리비	기본 관리비	일반공공행정	일반행정	일반행정지원 	3000000	0
기부식품제공사업 운영지원	기부 식품 제공 사업 운영 지원	사회복지	취약계층지원	장애인생활안정지원 	1573566000	8021330000
기숙사 증축	기숙사 증축	교육	고등교육	대학관리일반 	517000000	12344000000
기술용역 자체설계를 위한 설계도면 작성 지원	기술 용역 자체 설계 설계 도면 작성 지원	수송및교통	도로	도로관리 	100000000	600000000
기술혁신형 지식기반산업 지원	기술 혁신형 지식 기반 산업 지원	산업중소기업	산업진흥고도화	산업진흥 	23444303000	1.17994E+11
기업체 교통수요관리시스템 운영 및 유지보수	기업체 교통 수요 관리 시스템 운영 유지 보수 	수송및교통	물류등기타	교통관리 	261635000	425975000
기존 도시개발사업 진단과 개선방안 연구	기존 도시 개발 사업 진단 개선 방안 연구	지역개발	지역및도시	건설건축 	0	0
기존주택 매입임대-다가구 주택	기존 주택 매입 임대 다가구 주택	사회복지	주택	임대주택정책 	1.33888E+11	6.81001E+11
기존주택 전세임대 지원	기존 주택 전세 임대 지원	사회복지	주택	임대주택정책 	4106000000	2053000000
기증유물 특별전	기증 유물 특별전	문화체육관광	문화예술	지역문화예술진흥 	142100000	689964000
기증유물전시실 운영 및 특별전 개최	기증 유물 전시실 운영 특별전 개최	문화체육관광	문화예술	지역문화예술진흥 	158000000	800958000
기증유물정리 및 목록발간	기증 유물 정리 목록 발간	문화체육관광	문화재	문화재보존정책 	123700000	619300000
기찻길옆 녹지조성(철도연변 수림대 조성)	기찻길옆 녹지 조성 철도 연변 수림대 조성 	지역개발	지역및도시	건설건축 	0	460000000
기초노령연금 지급	기초 노령 연금 지급	사회복지	노인청소년	노인생활안정 	8.38493E+11	5.10598E+12
기초생활보장 사각지대 어르신 지원사업	기초 생활 보장 사각지대 어르신 지원 사업	사회복지	노인청소년	노인생활안정 	721541000	3128782000
기초생활수급자 급여	기초 생활 수급자 급여	사회복지	취약계층지원	장애인생활안정지원 	5.89587E+11	3.0332E+12
기획전시 프로그램 운영	기획 전시 프로그램 운영	문화체육관광	문화예술	지역문화예술진흥 	0	46600000
기후변화 국제협력 추진	기후변화 국제 협력 추진	환경보호	대기	대기보전 	178250000	921700000
기후변화 대비 친환경적 도로공간 활용방안 수립	기후변화 대비 친환경적 도로 공간 활용 방안 수립	수송및교통	도로	도로관리 	0	220338000
기후변화 대책 자문단 운영	기후변화 대책 자문단 운영	환경보호	대기	대기보전 	0	28000000
기후변화 인식확산을 위한 찾아가는 교육·홍보	기후변화 인식 확산 찾아가는 교육 홍보	환경보호	대기	대기보전 	79550000	259250000
기후에너지연구센터 운영	기후 에너지 연구 센터 운영	환경보호	대기	대기보전 	220000000	0
긴급복지지원사업	긴급 복지 지원 사업	사회복지	취약계층지원	장애인생활안정지원 	6539964000	49105524000
길거리 음식 위생개선 지원	길거리 음식 위생 개선 지원	보건	식품의약안전	식품안전 	0	0
길고양이 중성화(TNR)사업	길고양이 중성화 TNR 사업	농림해양수산	농업농촌	농림진흥 	455000000	1820000000
길동 376번지 일대 침수해소	길동 376번지 일대 침수 해소	환경보호	상하수도및수질	상수도 	0	0
길동 배수분구 하수관거 종합정비	길동 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	0
길동 성내동 일대 하수관개량	길동 성내동 일대 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
길동생태공원 시설물 정비	길동 생태 공원 시설물 정비	지역개발	지역및도시	건설건축 	112800000	629200000
길음동 478-14~하월곡 87-6간 사각형거 보수보강	길음동 478-14 하월곡 87-6 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	0	1230000000
김포가압장 공공도서관 건립 지원	김포 가압장 공공 도서관 건립 지원	문화체육관광	문화예술	지역문화예술진흥 	100000000	150000000
까치산 근린공원 조성	까치산 근린공원 조성	지역개발	지역및도시	건설건축 	0	500000000
꽃동산 조성 및 녹지조경시설물 유지관리	꽃동산 조성 녹지 조경 시설물 유지 관리	지역개발	지역및도시	건설건축 	1199974000	3669202000
꽃으로 꿈꾸는 자활농장(주민참여)	꽃으로 꿈꾸는 자활 농장 주민참여 	사회복지	취약계층지원	장애인생활안정지원 	700000000	700000000
꿈꾸는 청춘예술대학 운영	꿈꾸는 청춘 예술 대학 운영	문화체육관광	문화예술	지역문화예술진흥 	0	0
꿈틀이가 사는 생태마을 조성(주민참여)	꿈틀이 생태 마을 조성 주민참여 	농림해양수산	농업농촌	농림진흥 	300000000	300000000
꿩고개근린공원(강서) 조성	꿩고개 근린공원 강서 조성	지역개발	지역및도시	건설건축 	269200000	5776430000
나눔장터 활성화	나눔 장터 활성화	환경보호	폐기물	폐기물관리일반 	1151400000	5661600000
나도 셰프, 남성 생활요리 프로그램 운영(주민참여예산)	나도 셰프 남성 생활 요리 프로그램 운영 주민참여 	사회복지	보육가족및여성	가족기능강화 	30000000	30000000
나도 장애인과 보행약자 지하철을 타고싶어요(한신아파트 앞 보도육교 엘리베이터 설치, 금천구, 주민참여)	나도 장애인 보행약자 지하철을 한신아파트 앞 보도육교 엘리베이터 설치 금천구 주민참여 	수송및교통	도로	도로관리 	400000000	400000000
나라꽃 무궁화 보급 및 확대	나라꽃 무궁화 보급 확대	지역개발	지역및도시	건설건축 	100000000	310000000
