service (원래 사업 이름)	띄어쓰기한 사업 이름 	category_one	category_two	category_three	assigned	summary
포장도로 기능 및 내구성 개선방안 연구	포장도로 기능 내구성 개선 방안 연구	수송및교통	도로	도로관리 	0	0
포장도로관리시스템 성능개선(기능추가 등) 사업	포장도로 관리 시스템 성능 개선 기능 추가 사업	수송및교통	도로	도로관리 	0	460647000
푸른수목원(구로) 조성	푸른 수목원 구로 조성	지역개발	지역및도시	건설건축 	0	0
푸치니 페스티벌 참가 춘향전 지원	푸치니 페스티벌 참가 춘향전 지원	문화체육관광	문화예술	지역문화예술진흥 	280000000	280000000
품질시험소 청사 유지관리	품질 시험소 청사 유지 관리	수송및교통	도로	도로관리 	312800000	1088462000
풍납 배수분구 하수관거 종합정비	풍납 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	0
풍납초교~풍납유수지간  사각형거 보수보강	풍납초교 풍납 유수지 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	500000000	3500000000
풍납토성 복원	풍납토성 복원	문화체육관광	문화재	문화재보존정책 	37536000000	1.82631E+11
풍납토성~풍납경로당간 하수암거 보수보강	풍납토성 풍납경로당 하수암거 보수 보강	환경보호	상하수도및수질	상수도 	0	0
풍납펌프장 유입관거 개량	풍납 펌프장 유입관거 개량	환경보호	상하수도및수질	상수도 	4700000000	13600000000
풍수해 예방대책	풍수해 예방대책	지역개발	수자원	하천 	197900000	991000000
풍수해보험료 지원	풍수해 보험료 지원	지역개발	수자원	하천 	30000000	170000000
프로그램 평가시스템 운영	프로그램 평가 시스템 운영 교통방송	수송및교통	물류등기타	교통관리 	298900000	1525320000
프론트오피스 시스템 보강	프론트 오피스 시스템 보강	일반공공행정	일반행정	일반행정지원 	210280000	1184630000
피크전력 저감장치 설치	피크 전력 저감 장치 설치	지역개발	지역및도시	건설건축 	0	441000000
필동 배수분구 침수방지	필동 배수분구 침수 방지	환경보호	상하수도및수질	상수도 	0	3000000000
필동 배수분구 하수관로 종합정비	필동 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	5000000000	20000000000
필수예방접종 무료화사업	필수 예방 접종 무료화 사업	보건	보건의료	지역보건 	36949499000	1.85895E+11
하계배수분구 하수관로 종합정비	하계 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	5000000000	20207000000
하남선(5호선연장) 광역철도 건설(광역교통시설특별회계)	하남선 5호선 연장 광역 철도 건설 광역 교통시설 특별회계 	수송및교통	도시철도	도시철도건설 	5000000000	55000000000
하남선(5호선연장) 광역철도 건설(교통개선부담금)	하남선 5호선 연장 광역 철도 건설 교통 개선 부담금 	수송및교통	도시철도	도시철도건설 	26000000000	1.76E+11
하도급 개선협의회 운영	하도급 개선 협의회 운영	일반공공행정	일반행정	일반행정지원 	0	34800000
하도급 개선협의회 운영	하도급 개선 협의회 운영	일반공공행정	일반행정	일반행정지원 	6600000	6600000
하도급대금지급 확인시스템(PMS)유지관리	하도급 대금 지급 확인 시스템 PMS 유지 관리	수송및교통	도로	도로관리 	384327000	1133346000
하수관거 종합정비 긴급보수	하수관거 종합 정비 긴급 보수	환경보호	상하수도및수질	상수도 	0	0
하수관거 종합정비사업 성과분석 및 품질향상방안 학술용역	하수관거 종합 정비 사업 성과 분석 품질 향상 방안 학술용역	환경보호	상하수도및수질	상수도 	0	0
하수관로 수위계 효율적 활용을 위한 연구	하수관로 수위계 효율적 활용 연구	환경보호	상하수도및수질	상수도 	0	0
하수관로 유지관리비	하수관로 유지 관리비	환경보호	상하수도및수질	상수도 	10000000000	50000000000
하수도 개량사업 시설부대비	하수도 개량 사업 시설 부대비	환경보호	상하수도및수질	상수도 	30000000	150000000
하수도 사업관리 용역	하수도 사업 관리 용역	환경보호	상하수도및수질	상수도 	400000000	2000000000
하수도 시민소통	하수도 시민 소통	환경보호	상하수도및수질	상수도 	40000000	210000000
하수도관리 전산시스템 유지보수 및 개선	하수도 관리 전산 시스템 유지 보수 개선	환경보호	상하수도및수질	상수도 	1855350000	8178740000
하수도사업 자산가액 평가용역	하수도 사업 자산가액 평가 용역	환경보호	상하수도및수질	상수도 	250000000	250000000
하수도사업특별회계 재정운영 개선	하수도 사업 특별 회계 재정운영 개선	환경보호	상하수도및수질	상수도 	0	164000000
하수도사용료 위탁징수 수수료	하수도 사용료 위탁 징수 수수료	환경보호	상하수도및수질	상수도 	17468000000	89896000000
하수도사용료 총괄원가 산정	하수도 사용료 총괄 원가 산정	환경보호	상하수도및수질	상수도 	18000000	90000000
하수도정비 기본계획(변경) 수립	하수도 정비 기본 계획 변경 수립	환경보호	상하수도및수질	상수도 	960000000	1960000000
하수박스 안전진단 등 용역	하수 박스 안전 진단 용역	환경보호	상하수도및수질	상수도 	722351000	3610830000
하수수질시험연구	하수 수질 시험 연구	환경보호	상하수도및수질	상수도 	112616000	744155000
하수수질시험연구 장비확충	하수 수질 시험 연구 장비 확충	환경보호	상하수도및수질	상수도 	45000000	365000000
하수슬러지 건조시설 설치	하수 슬러지 건조 시설 설치	환경보호	상하수도및수질	상수도 	0	10296000000
하수슬러지 광역처리시설 분담금	하수 슬러지 광역 처리 시설 분담금	환경보호	상하수도및수질	상수도 	7407000000	32985000000
하수시설물 긴급복구 및 정비	하수 시설물 긴급 복구 정비	환경보호	상하수도및수질	상수도 	3000000000	15000000000
하수악취 취약지역 빗물받이 악취차단 장치 설치(동대문구, 주민참여)	하수 악취 취약 지역 빗물받이 악취 차단 장치 설치 동대문구 주민참여 	환경보호	상하수도및수질	상수도 	80000000	80000000
하수악취(정화조) 저감 추진	하수 악취 정화조 저감 추진	환경보호	상하수도및수질	상수도 	18000000	84000000
하월곡동 80-51~69-2 주변 사각형거 보수보강	하월곡동 80-51 69-2 주변 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	400000000	400000000
하이서울 자전거 대행진	하이서울 자전거 대행진	환경보호	대기	대기보전 	180000000	900000000
하이서울페스티벌	하이서울 페스티벌	문화체육관광	문화예술	지역문화예술진흥 	1600000000	8000000000
하천 편입토지 보상	하천 편입 토지 보상	지역개발	수자원	하천 	384000000	2832000000
하천관리전산시스템 유지보수	하천 관리 전산 시스템 유지 보수 	지역개발	수자원	하천 	92700000	481800000
하천변 해충 퇴치기 설치(주민참여)	하천변 해충 퇴치기 설치 주민참여 	보건	보건의료	지역보건 	0	100000000
하천복개구조물 맨홀정비공사	하천 복개 구조물 맨홀 정비 공사	수송및교통	도로	도로관리 	0	0
하천사용료징수포상금	하천 사용료 징수 포상금	지역개발	수자원	하천 	5000000	25000000
하천생태 복원 및 녹화	하천 생태 복원 녹화	환경보호	자연	생태계 	4669000000	22168630000
하천정비사업 시설부대비	하천 정비 사업 시설 부대비	지역개발	수자원	하천 	20000000	100000000
학교 밖 청소년 지원	학교 밖 청소년 지원	사회복지	노인청소년	노인생활안정 	2619475000	11688127000
학교 밖 청소년들이 꿈꾸는 "꿈이 있는 대안학교"(주민참여)	학교 밖 청소년 꿈이 있는 대안학교 주민참여 	사회복지	노인청소년	노인생활안정 	100000000	100000000
학교 우유급식 지원	학교 우유급식 지원	보건	식품의약안전	식품안전 	2054499000	10239421000
학교 적응이 힘들어요! 도와주세요!성북구 위탁형 대안학교 운영(주민참여)	학교 적응 도와주세요 성북구 위탁형 대안학교 운영 주민참여 	사회복지	노인청소년	노인생활안정 	350000000	350000000
학교 주변 통학로 개선 사업(학교주변 도로정비, 중랑구, 주민참여)	학교 주변 통학로 개선 사업 학교 주변 도로 정비 중랑구 주민참여 	수송및교통	도로	도로관리 	300000000	300000000
학교도서관 개방운영비 지원	학교 도서관 개방 운영비 지원	문화체육관광	문화예술	지역문화예술진흥 	411750000	1959750000
