service	category_one	category_two	category_three	assigned	summary
북서울 꿈의숲 유지관리	지역개발	지역및도시	건설건축 	6386415000	0
북아현뉴타운 충정로 진입도로 개설공사	지역개발	지역및도시	건설건축 	0	11300000000
북아현뉴타운내 경의선 복개공사	지역개발	지역및도시	건설건축 	0	5176000000
북아현뉴타운내 문화복지시설 신축공사	지역개발	지역및도시	건설건축 	0	10100000000
북아현재정비촉진지구 민속지발간	지역개발	지역및도시	건설건축 	0	200001000
북악산 스카이길 산책로 및 공원재조성	지역개발	지역및도시	건설건축 	450000000	1000000000
북악산도시자연공원 정비사업	지역개발	지역및도시	건설건축 	0	1000000000
북악산도시자연공원 조성	지역개발	지역및도시	건설건축 	0	45000000000
북창동 관광특구 테마가로 조성사업	지역개발	지역및도시	건설건축 	0	4930000000
북촌 통합정보시스템 보강 개발	지역개발	지역및도시	건설건축 	0	0
북촌- Pub시스템 운영	지역개발	지역및도시	건설건축 	0	0
북촌마을 가꾸기	지역개발	지역및도시	건설건축 	15149557000	1296587000
북한산도시자연공원 국유지상 무허가건물 난립지역 공원 조성	지역개발	지역및도시	건설건축 	0	703000000
북한산도시자연공원(성북) 조성	지역개발	지역및도시	건설건축 	0	50000000000
분야별 도시디자인 지침 수립	지역개발	지역및도시	건설건축 	0	0
불광근린공원(은평)조성	지역개발	지역및도시	건설건축 	0	13675000000
불법유해 광고물 정비	지역개발	지역및도시	건설건축 	0	0
불암산도시자연공원(중계지구-노원)조성	지역개발	지역및도시	건설건축 	4677000000	14240000000
불암산도시자연공원내 체육시설설치	지역개발	지역및도시	건설건축 	0	0
빛공해 방지대책 연구용역	지역개발	지역및도시	건설건축 	0	0
빛으로 여는 문화예술의 거리조성(광진구 스타시티~뚝섬유원지역 구간)	지역개발	지역및도시	건설건축 	0	0
사계절 꽃길조성 사업	지역개발	지역및도시	건설건축 	2730000000	20791300000
사육신묘지공원조성	지역개발	지역및도시	건설건축 	0	0
사전협상제도를 통한 도시개발의 공공성 증진방안 연구	지역개발	지역및도시	건설건축 	200000000	200000000
사직공원 주변 조깅트랙 조성	지역개발	지역및도시	건설건축 	0	1000001000
사직근린공원 조성(종로)	지역개발	지역및도시	건설건축 	0	4000000000
사회복지시설공원화사업	지역개발	지역및도시	건설건축 	0	7915000000
사회서비스분야인력경비(공원 공익근무요원)	지역개발	지역및도시	건설건축 	630000000	630000000
산림내 이용시설 정비 및 관리	지역개발	지역및도시	건설건축 	315582000	1755155000
살고 싶은 도시만들기	지역개발	지역및도시	건설건축 	551000000	431010000
살고싶은 마을 만들기형 지구단위계획 수립 시범사업	지역개발	지역및도시	건설건축 	0	710000000
삶의 질 분석을 통한 바람직한 도시발전 방향 연구	지역개발	지역및도시	건설건축 	200000000	200000000
삼청근린공원 조성(종로)	지역개발	지역및도시	건설건축 	0	4000000000
상도근린공원(관악) 조성	지역개발	지역및도시	건설건축 	4703000000	24431000000
상도근린공원(동작) 조성	지역개발	지역및도시	건설건축 	0	1990000000
생태도시포럼 운영	지역개발	지역및도시	건설건축 	24443000	74052000
생활밀착형 공공공간 조성시범사업	지역개발	지역및도시	건설건축 	0	0
생활주변 자투리땅 녹화	지역개발	지역및도시	건설건축 	1507000000	7984000000
서대문 독립공원 재정비	지역개발	지역및도시	건설건축 	0	0
서대문 독립공원 재조성	지역개발	지역및도시	건설건축 	0	23900000000
서리풀근린공원(서초) 조성	지역개발	지역및도시	건설건축 	18840000000	32787000000
서서울 호수공원조성	지역개발	지역및도시	건설건축 	400000000	11400000000
서서울호수공원 유지관리	지역개발	지역및도시	건설건축 	569116000	2695580000
서서울호수공원 접근로 설치	지역개발	지역및도시	건설건축 	1100000000	2007000000
서오능도시자연공원(물푸레골지구) 조성	지역개발	지역및도시	건설건축 	0	306000000
서오능도시자연공원(은평)조성	지역개발	지역및도시	건설건축 	0	0
서오능도시자연공원(탑골지구-은평)조성	지역개발	지역및도시	건설건축 	0	2450000000
서울 국제 건축문화제	지역개발	지역및도시	건설건축 	350000000	2734000000
서울 글로벌 비지니스센터 조경사업	지역개발	지역및도시	건설건축 	0	650000000
서울 디자인 하우스 건립 사업 타당성 검토	지역개발	지역및도시	건설건축 	0	0
서울 디자인위원회 운영	지역개발	지역및도시	건설건축 	181000000	810000000
서울 빛 오로라 축제	지역개발	지역및도시	건설건축 	0	0
서울 지리적 중심점 조성	지역개발	지역및도시	건설건축 	100000000	100000000
서울경관 사진 시민 공모전	지역개발	지역및도시	건설건축 	0	0
서울국제도시자문단(SPAC) 운영	지역개발	지역및도시	건설건축 	250000000	1340000000
서울국제자전거디자인 어워드	지역개발	지역및도시	건설건축 	700000000	700000000
서울대공원 동물원재조성사업 기본설계용역	지역개발	지역및도시	건설건축 	0	0
서울대공원 재조성 사업	지역개발	지역및도시	건설건축 	1190000000	0
서울대공원 재조성(국제현상 공모)	지역개발	지역및도시	건설건축 	0	1844000000
서울대공원 전산화 사업	지역개발	지역및도시	건설건축 	9940000	145686000
서울디자인 중장기 발전계획수립 학술용역	지역개발	지역및도시	건설건축 	0	0
서울디자인 컬렉션 전시관 개관	지역개발	지역및도시	건설건축 	0	400000000
서울디자인 펠로우십 운영	지역개발	지역및도시	건설건축 	0	400000000
서울디자인마케팅센터운영	지역개발	지역및도시	건설건축 	1500000000	2500000000
서울디자인센터 운영	지역개발	지역및도시	건설건축 	450700000	1600000000
서울디자인연구소 운영	지역개발	지역및도시	건설건축 	14947000000	17000000000
서울디자인창작스튜디오 운영	지역개발	지역및도시	건설건축 	650000000	1620000000
서울디자인체험프로그램운영	지역개발	지역및도시	건설건축 	0	300000000
서울디자인한마당	지역개발	지역및도시	건설건축 	0	0
서울디자인해외마케팅지원	지역개발	지역및도시	건설건축 	0	1800000000
서울모습 제4차 사진기록화 사업	지역개발	지역및도시	건설건축 	0	301250000
서울상징 해치 종합마케팅	지역개발	지역및도시	건설건축 	770000000	665000000
서울색 어린이교구 개발	지역개발	지역및도시	건설건축 	0	0
서울색 적용 가이드라인 개발 및 시범사업	지역개발	지역및도시	건설건축 	0	270000000
서울색 적용매뉴얼 제작 보급	지역개발	지역및도시	건설건축 	0	0
서울색 활용기법 개발 및 세계화 추진	지역개발	지역및도시	건설건축 	0	252651000
서울서체 가족군 확장 개발	지역개발	지역및도시	건설건축 	204000000	0
서울서체 적용 및 활성화 추진	지역개발	지역및도시	건설건축 	0	95000000
서울서체 패키지개발 및 적용가이드라인수립	지역개발	지역및도시	건설건축 	0	0
서울서체를 적용한 미디어아트 제작	지역개발	지역및도시	건설건축 	0	0
서울성곽 경관조명 유지관리	지역개발	지역및도시	건설건축 	100000000	0
서울성곽(삼선지구)경관조명 설치	지역개발	지역및도시	건설건축 	0	311000000
서울숲공원 시설물 보완 정비	지역개발	지역및도시	건설건축 	861000000	6611000000
서울숲길 조성사업	지역개발	지역및도시	건설건축 	0	10450000
서울시 고품격 종합행정지번도 제작	지역개발	지역및도시	건설건축 	0	0
서울시 기념품·사무용품 디자인 개선	지역개발	지역및도시	건설건축 	0	150000000
서울시 부동산정보포털 시스템	지역개발	지역및도시	건설건축 	485692000	485692000
서울시 수공간 디자인개발 및 활성화 방안 연구	지역개발	지역및도시	건설건축 	0	0
서울시 자매근린공원 시설 개선(여의도 앙카라공원)	지역개발	지역및도시	건설건축 	0	0
서울시 표준형,일반형 디자인 등록관리	지역개발	지역및도시	건설건축 	90000000	0
서울시·유네스코 '역사지구의 사회적 지속성'국제워크숍 공동개최	지역개발	지역및도시	건설건축 	0	100000000
서울어린이디자인스쿨운영	지역개발	지역및도시	건설건축 	0	500000000
서울우수공공디자인 인증제 및 디자인서울클리닉	지역개발	지역및도시	건설건축 	370000000	432000000
서울특별시 도시관리계획 재정비	지역개발	지역및도시	건설건축 	480000000	480000000
서울형 그린건축물 기준 구축	지역개발	지역및도시	건설건축 	132000000	200000000
선유도공원 유지관리	지역개발	지역및도시	건설건축 	1160000000	3091000000
성북,석계 신경제문화 전략거점 조성 종합계획 수립용역	지역개발	지역및도시	건설건축 	0	163000000
성북구 성북동 환경정비 사업(도시개발)	지역개발	지역및도시	건설건축 	1625000000	2800000000
성북근린공원(성북)조성	지역개발	지역및도시	건설건축 	0	0
성북녹지(성북) 보상	지역개발	지역및도시	건설건축 	0	0
성산근린공원(마포)조성	지역개발	지역및도시	건설건축 	13564000000	0
성산녹지(마포)보상(도시개발)	지역개발	지역및도시	건설건축 	4000000000	8242000000
세계디자인수도(WDC) 추진	지역개발	지역및도시	건설건축 	5990000000	10685302000
세계유수동물원과 교류 및 동물확보	지역개발	지역및도시	건설건축 	612177000	2277177000
세계적 디자인 행사유치 및 지원	지역개발	지역및도시	건설건축 	0	40575000000
세운초록띠공원 2단계 조성사업	지역개발	지역및도시	건설건축 	149499000000	380013000000
세운초록띠공원 상표등록	지역개발	지역및도시	건설건축 	0	2000000
세운초록띠공원 유지관리	지역개발	지역및도시	건설건축 	0	430000000
세운초록띠공원 유지관리	지역개발	지역및도시	건설건축 	517000000	0
세종대왕 동상 건립	지역개발	지역및도시	건설건축 	0	2700000000
세종로 공원 재조성 사업	지역개발	지역및도시	건설건축 	2000000000	2000000000
소단위 맞춤형 정비계획 수립	지역개발	지역및도시	건설건축 	461000000	519000000
소월길 자전거도로 개설사업	지역개발	지역및도시	건설건축 	5893800000	5883000000
수도시설 용도폐지 재산 휴식공간 조성	지역개발	지역및도시	건설건축 	0	0
수목식재 사후관리	지역개발	지역및도시	건설건축 	2000000000	10400000000
수변, 산변, 역사문화 경관계획 수립용역	지역개발	지역및도시	건설건축 	0	600000000
수색변전소 부지 공공공지 조성사업	지역개발	지역및도시	건설건축 	0	4779000000
수표공원조성사업	지역개발	지역및도시	건설건축 	0	4550000000
숲속 유치원 조성	지역개발	지역및도시	건설건축 	0	4000000000
시 공원 유지관리 및 보수 정비	지역개발	지역및도시	건설건축 	17161000000	167657000000
시민고객 맞춤형 상상어린이공원 조성	지역개발	지역및도시	건설건축 	40411000000	69689000000
시민고객창의디자인아이디어공모	지역개발	지역및도시	건설건축 	0	200000000
시민녹화교실운영	지역개발	지역및도시	건설건축 	45000000	90000000
시민의숲 시설물 정비	지역개발	지역및도시	건설건축 	300000000	1209000000
시민참여 공원운영	지역개발	지역및도시	건설건축 	0	130000000
시설장비 개선	지역개발	지역및도시	건설건축 	70000000	785900000
시장정비사업 관련 위원회 운영	지역개발	지역및도시	건설건축 	29790000	139020000
시장정비후 상권활성화를 위한 연구용역	지역개발	지역및도시	건설건축 	0	0
시청부근 간선도로변 간판개선	지역개발	지역및도시	건설건축 	694500000	694500000
시청사 관리(청사임차료)	지역개발	지역및도시	건설건축 	0	143000000
시청앞 수목화분 배치 및 수생식물 전시	지역개발	지역및도시	건설건축 	0	457000000
식물원 및 동물사 조경관리	지역개발	지역및도시	건설건축 	427164000	2921709000
식물전시 및 축제 프로그램	지역개발	지역및도시	건설건축 	178600000	761600000
신규 지하철역 주변 도시관리방안 수립	지역개발	지역및도시	건설건축 	400000000	800000000
신길재정비촉진지구 도림로확장공사	지역개발	지역및도시	건설건축 	8150000000	22590000000
신길재정비촉진지구 영진시장~대신시장간 도로개설공사	지역개발	지역및도시	건설건축 	4400000000	20655000000
신도시계획 운영체계 시행을 위한 사업제안서 타당성 검토 및 감정평가	지역개발	지역및도시	건설건축 	912743000	912743000
신림 재정비촉진시범사업지원	지역개발	지역및도시	건설건축 	160000000	160000000
신림재정비촉진지구 신림로, 호암로 확장공사 	지역개발	지역및도시	건설건축 	0	0
신림재정비촉진지구 압송저류조 신설	지역개발	지역및도시	건설건축 	0	10012000000
신림재정비촉진지구 저류시설 조성사업	지역개발	지역및도시	건설건축 	0	8110000000
신림재정비촉진지구 하천 조성사업	지역개발	지역및도시	건설건축 	0	6545000000
신림재정비촉진지구(신림로, 호암로) 도로 확장	지역개발	지역및도시	건설건축 	0	160000000
신림재정비촉진지구내 공공 공지 조성공사	지역개발	지역및도시	건설건축 	0	17195000000
신림재정비촉진지구내 공공청사 건립	지역개발	지역및도시	건설건축 	0	5286000000
신림재정비촉진지구내 교량신설 및 이설	지역개발	지역및도시	건설건축 	0	4000000000
신림재정비촉진지구내 노인·아동복지시설 건립	지역개발	지역및도시	건설건축 	0	11760000000
신림재정비촉진지구내 동서간도로 신설공사	지역개발	지역및도시	건설건축 	0	2865000000
신림재정비촉진지구내 신림로, 호암로 확장공사	지역개발	지역및도시	건설건축 	0	5298000000
신사근린공원(은평) 조성	지역개발	지역및도시	건설건축 	805000000	11408000000
신월문화공원 유지관리	지역개발	지역및도시	건설건축 	0	227000000
신정재정비촉진2구역 진입도로 개설	지역개발	지역및도시	건설건축 	11010800000	16022000000
신정재정비촉진구역 문화의 거리(3차) 도로 개설	지역개발	지역및도시	건설건축 	0	18415000000
신촌지구일대 지구단위계획 재정비 수립 용역	지역개발	지역및도시	건설건축 	0	917000000
쌍문근린공원 조성(지역문화센터)	지역개발	지역및도시	건설건축 	0	0
쌍문근린공원(도봉) 조성	지역개발	지역및도시	건설건축 	5677000000	19354000000
쌍문역주변 특화거리조성 용역비	지역개발	지역및도시	건설건축 	0	130000000
아파트 열린녹지 조성사업	지역개발	지역및도시	건설건축 	3033000000	19117000000
안내사인 개선을 위한 서체 색채 및 통합지주 디자인(안) 개발	지역개발	지역및도시	건설건축 	0	0
안산문화쉼터(연희1지구)조성	지역개발	지역및도시	건설건축 	2800000000	3760000000
안암오거리 안전지대 상징거리 조성	지역개발	지역및도시	건설건축 	0	0
안중근의사 동상건립	지역개발	지역및도시	건설건축 	0	300000000
암사역사 생태공원조성	지역개발	지역및도시	건설건축 	0	20000000000
야간조명 경관사업(건국대 스타시티지역 문화예술의 거리 조성)	지역개발	지역및도시	건설건축 	1000000000	0
야간조명 경관사업(건대역~강변역)	지역개발	지역및도시	건설건축 	0	0
야간조명 경관사업(도림천로(신림교~신대방역))	지역개발	지역및도시	건설건축 	500000000	0
야간조명 경관사업(백제초기 적석총 주변)	지역개발	지역및도시	건설건축 	200000000	0
야간조명 경관사업(불광천로~증산교)	지역개발	지역및도시	건설건축 	300000000	0
야간조명 경관사업(영등포역 고가차도 상하부도로)	지역개발	지역및도시	건설건축 	1500000000	0
야간조명 경관사업(지하철2호선 건대역~강변역)	지역개발	지역및도시	건설건축 	1390000000	2350000000
야생동물 종보전사업	지역개발	지역및도시	건설건축 	400000000	2500000000
양묘장 기반시설 보수	지역개발	지역및도시	건설건축 	140000000	880000000
어린이대공원 운영 및 보수	지역개발	지역및도시	건설건축 	11931000000	67185000000
어린이대공원 지하주차장건립	지역개발	지역및도시	건설건축 	8519000000	0
어린이대공원재조성사업	지역개발	지역및도시	건설건축 	2514000000	23469000000
어린이동물원 운영 및 시설보완	지역개발	지역및도시	건설건축 	207000000	1334200000
여의도공원 및 산하공원 시설물 보완 정비	지역개발	지역및도시	건설건축 	0	3664200000
여의도공원 시설물 보완정비	지역개발	지역및도시	건설건축 	542835000	2172000000
여의도공원 유지관리	지역개발	지역및도시	건설건축 	678600000	2256488000
여행공원 조성사업	지역개발	지역및도시	건설건축 	1500000000	0
역사문화공간 공공시설물 디자인 개발 	지역개발	지역및도시	건설건축 	137500000	0
연말 빛의 거리 조성을 위한 우수조명 선정	지역개발	지역및도시	건설건축 	0	745000000
열대조류관 관람환경 개선사업	지역개발	지역및도시	건설건축 	0	1500000000
열린남산 만들기 사업	지역개발	지역및도시	건설건축 	0	0
열린사회조성사업 만족도 조사	지역개발	지역및도시	건설건축 	0	350000000
열린학교조성(학교공원화)	지역개발	지역및도시	건설건축 	10150000000	30941000000
영동1·2토지구획정리사업 실태분석과 평가연구	지역개발	지역및도시	건설건축 	0	200000000
영축산 근린공원(노원) 조성	지역개발	지역및도시	건설건축 	4400000000	14946000000
예비비(도시개발)	지역개발	지역및도시	건설건축 	10592491000	56798550000
오금근린공원재조성(송파)	지역개발	지역및도시	건설건축 	218000000	0
오동근린공원(강북) 조성	지역개발	지역및도시	건설건축 	1785000000	6456000000
오동근린공원(성북)조성	지역개발	지역및도시	건설건축 	1000000000	0
오수처리시설 개선	지역개발	지역및도시	건설건축 	200000000	210000000
옥상공원화 사업	지역개발	지역및도시	건설건축 	11229000000	45510000000
옥수역 하부정비 및 쉼터 조성	지역개발	지역및도시	건설건축 	0	0
옥인 시범아파트 녹지조성(도시개발)	지역개발	지역및도시	건설건축 	0	3500000000
온수도시자연공원(벽산지구) 조성	지역개발	지역및도시	건설건축 	406000000	3182000000
온수도시자연공원(신월동)조성	지역개발	지역및도시	건설건축 	0	1300000000
온수도시자연공원(온수지구) 조성	지역개발	지역및도시	건설건축 	0	10200000000
온수도시자연공원(잣절지구)조성(구로)	지역개발	지역및도시	건설건축 	624000000	4044000000
옹벽 및 방음벽 디자인 개선	지역개발	지역및도시	건설건축 	0	0
와룡근린공원 조성(종로)	지역개발	지역및도시	건설건축 	0	4000000000
왕십리뉴타운 복합청사 건립	지역개발	지역및도시	건설건축 	6053000000	10027000000
용강 시범아파트 녹지조성(도시개발)	지역개발	지역및도시	건설건축 	0	700000000
용도지역.용도지구(고도/경관) 완화 조정을 위한 타당성 용역	지역개발	지역및도시	건설건축 	0	500000000
용도지역관리방식의 유연화 방안 연구	지역개발	지역및도시	건설건축 	0	150000000
용두근린공원 조성	지역개발	지역및도시	건설건축 	0	1930000000
용마도시자연공원(구의지구)조성	지역개발	지역및도시	건설건축 	204000000	1245000000
용마도시자연공원(긴골지구-광진)조성	지역개발	지역및도시	건설건축 	0	0
용산부도심 육성을 위한 마스터플랜 수립	지역개발	지역및도시	건설건축 	450000000	500000000
용산제1녹지보상(도시개발)	지역개발	지역및도시	건설건축 	0	0
우수고 설립을 위한 학교부지 매입(전농·답십리 지구)	지역개발	지역및도시	건설건축 	22948280000	38348280000
울란바타르시 서울숲조성	지역개발	지역및도시	건설건축 	300000000	0
울란바타르시 서울의거리 정비	지역개발	지역및도시	건설건축 	1900000000	0
원효녹지 보상(도시개발)	지역개발	지역및도시	건설건축 	0	0
월드컵공원 경사면 계단설치	지역개발	지역및도시	건설건축 	2003000000	2003000000
월드컵공원 셔틀버스 운행	지역개발	지역및도시	건설건축 	0	540000000
월드컵공원 시설물 보수정비	지역개발	지역및도시	건설건축 	1460464000	10816395000
월드컵공원 안내 사인 정비	지역개발	지역및도시	건설건축 	0	2820000000
월드컵공원 유지관리	지역개발	지역및도시	건설건축 	6335591000	28413598000
월드컵공원 해치미로 설치	지역개발	지역및도시	건설건축 	800000000	800000000
월드컵공원내 노을공원 경사면 계단 설치	지역개발	지역및도시	건설건축 	0	2000000000
유네스코 아시아-태평양 문화유산 보존 국제포럼 공동개최	지역개발	지역및도시	건설건축 	40000000	40000000
유도정비구역 법정 도시관리계획 수립	지역개발	지역및도시	건설건축 	1100000000	5800000000
은평 녹번천 경관광장 조성사업(도시개발)	지역개발	지역및도시	건설건축 	0	15000000000
을지로2가 u-street 조성사업	지역개발	지역및도시	건설건축 	0	5249400000
을지한빛거리 운영	지역개발	지역및도시	건설건축 	714880000	960000000
응봉근린공원 조성	지역개발	지역및도시	건설건축 	0	2832000000
이대 동대문병원 및 교회 공원화 사업	지역개발	지역및도시	건설건축 	23781510000	146261000000
이순신장군 동상 보수	지역개발	지역및도시	건설건축 	317000000	375000000
이야기가 있는 남산	지역개발	지역및도시	건설건축 	0	800000000
인왕산 도시자연공원(무악지구) 조성	지역개발	지역및도시	건설건축 	0	601000000
인왕산도시자연공원(누상지구-종로)	지역개발	지역및도시	건설건축 	0	1000000000
인왕산도시자연공원(쌈지마당지구-서대문)조성	지역개발	지역및도시	건설건축 	0	0
인왕산도시자연공원(옥인신교지구-종로)	지역개발	지역및도시	건설건축 	0	19718000000
인왕산도시자연공원(청운지구-종로)조성	지역개발	지역및도시	건설건축 	0	0
일자산도시자연공원(강동) 조성	지역개발	지역및도시	건설건축 	0	1000000000
입체지적 기반조성 2단계 사업	지역개발	지역및도시	건설건축 	253000000	11445900000
자매(앙카라)공원 재정비	지역개발	지역및도시	건설건축 	0	1656000000
자연학습교실 운영	지역개발	지역및도시	건설건축 	200000000	1284096000
자원회수시설의 이미지 개선사업	지역개발	지역및도시	건설건축 	0	0
자전거 보관대 디자인 공모	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 둘리시민휴식공간 조성(도봉)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 면목동 주민휴식공원 조성(중랑)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 석관동 특화거리 조성(성북)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 안양천변 하천녹화 사업(금천)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 역사문화 마당 조성(도봉)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 은일정보고 이적지 공원화 사업(구로)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 응암2동 소공원 조성(은평)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원 중앙분리대 수종갱신사업(성북)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원(구민체육문화센터 등 3개 공공시설 경관조명 설치,금천)	지역개발	지역및도시	건설건축 	0	0
자치구 재정지원(북촌한옥마을 관광안내소 설치, 종로)	지역개발	지역및도시	건설건축 	0	0
장기미집행 도시계획시설 매수청구 보상	지역개발	지역및도시	건설건축 	19700000000	171036000000
장기미집행 도시계획시설(공원)매수청구보상	지역개발	지역및도시	건설건축 	14089000000	137635628000
장미원유지관리	지역개발	지역및도시	건설건축 	319883000	1659883000
장애인을 위한 유니버설 공공디자인 개발 및 지원	지역개발	지역및도시	건설건축 	150000000	0
장지근린공원(송파) 조성(중기)	지역개발	지역및도시	건설건축 	0	0
장지동 노후휀스정비 및 환경개선(문정근린공원)	지역개발	지역및도시	건설건축 	0	0
재단법인 서울디자인재단 운영	지역개발	지역및도시	건설건축 	6394305000	6394305000
재정비촉진계획수립(변경)비용	지역개발	지역및도시	건설건축 	1580000000	13000000000
재정비촉진사업 기본계획수립	지역개발	지역및도시	건설건축 	1000000000	1500000000
재정비촉진시범사업(창신,숭인지구)	지역개발	지역및도시	건설건축 	0	0
재정비촉진정비사업 융자금 지원	지역개발	지역및도시	건설건축 	35000000000	449700000000
재정비촉진특별회계법정전출	지역개발	지역및도시	건설건축 	83699000000	331671200000
저류조 상부 공원화사업	지역개발	지역및도시	건설건축 	0	0
저층 주거단지내 생활공간 주변 녹지조성 사업	지역개발	지역및도시	건설건축 	0	26727000
저탄소 녹색성장 지향형 도시계획 수립방안 연구	지역개발	지역및도시	건설건축 	0	50000000
전국 디자인기관간 네트워크 구축	지역개발	지역및도시	건설건축 	50000000	0
전농·답십리뉴타운지구 전략사업(답십리16구역 진입로 확장공사)	지역개발	지역및도시	건설건축 	0	7457000000
전농답십리재정비촉진지구내 존치관리구역 도로개설	지역개발	지역및도시	건설건축 	0	2572000000
조경사업관련 사업 시설부대비	지역개발	지역및도시	건설건축 	0	0
조경시설물 설치 및 정비공사	지역개발	지역및도시	건설건축 	250000000	1762000000
조명분야 국제도시 협력사업	지역개발	지역및도시	건설건축 	17700000	96000000
종묘시민광장 노후시설물 정비	지역개발	지역및도시	건설건축 	0	696000000
좋은간판 선정사업	지역개발	지역및도시	건설건축 	50000000	85000000
주거지형 뉴타운지구 공공관리자 선정 지원	지역개발	지역및도시	건설건축 	2250000000	4500000000
중계본동 보호수 확장사업	지역개발	지역및도시	건설건축 	0	0
중랑나들이숲 조성	지역개발	지역및도시	건설건축 	13700000000	32700000000
중랑천 수변 주거지 정비 마스터플랜 수립	지역개발	지역및도시	건설건축 	280000000	300000000
중소기업 디자인지원센터 운영	지역개발	지역및도시	건설건축 	1450000000	3500000000
중소기업 디자인컨설팅지원 사업	지역개발	지역및도시	건설건축 	1500000000	3500000000
지구단위계획 수립 대상지역주변 환경정비사업	지역개발	지역및도시	건설건축 	0	450000000
지구단위계획 재정비 추진	지역개발	지역및도시	건설건축 	0	1500000000
지구단위계획구역내 공공시설 순환투자방식 사업(도시개발)	지역개발	지역및도시	건설건축 	2169000000	38210000000
지구단위계획구역내 자치구 도시계획시설사업 지원(용산구 이태원동)	지역개발	지역및도시	건설건축 	3000000000	7306000000
지구단위계획제도의 운영 및 관리실태 분석을 통한 평가와 개선방안 연구	지역개발	지역및도시	건설건축 	0	200000000
지방지적위원회 운영	지역개발	지역및도시	건설건축 	7700000	8038200000
지방토지수용위원회 운영	지역개발	지역및도시	건설건축 	88443000	81421152000
지속 가능한 도시계획을 위한 환경생태기본계획 수립 방안	지역개발	지역및도시	건설건축 	0	350000000
지역개발기금 운영경비	지역개발	지역및도시	건설건축 	12000000	60000000
지역발전계획 수립 정책지표 개발 연구용역	지역개발	지역및도시	건설건축 	113757000	100000000
지자체 한옥도시건축 지원	지역개발	지역및도시	건설건축 	300000000	300000000
지적불부합지 정리 시험사업	지역개발	지역및도시	건설건축 	0	0
지정보호수 유지관리	지역개발	지역및도시	건설건축 	276000000	628000000
지정보호수 정자마당 조성	지역개발	지역및도시	건설건축 	0	300000000
지정보호수 주변 정자마당 조성	지역개발	지역및도시	건설건축 	0	0
지하보도 디자인 개선사업	지역개발	지역및도시	건설건축 	0	0
지하철 고가구조물(도림천 구간)경관조명 설치	지역개발	지역및도시	건설건축 	0	0
지하철 정거장 예술 공간화 사업	지역개발	지역및도시	건설건축 	0	0
지하철7호선 지상구간 하부경관조명 설치(뚝섬유원지역주변)	지역개발	지역및도시	건설건축 	0	530000000
진관근린공원(은평) 조성	지역개발	지역및도시	건설건축 	4743000000	21498000000
창동·상계지역 전략적 개발구상안 수립	지역개발	지역및도시	건설건축 	0	135000000
천마근린공원(송파) 조성	지역개발	지역및도시	건설건축 	0	1000000000
천호공원 위탁관리	지역개발	지역및도시	건설건축 	0	0
천호공원재정비(도시개발)	지역개발	지역및도시	건설건축 	0	4942000000
천호공원재정비사업	지역개발	지역및도시	건설건축 	0	0
천호동성당 동산 마을마당 조성	지역개발	지역및도시	건설건축 	0	1400000
철도 및 주변지역의 입체도시 조정전략 계획	지역개발	지역및도시	건설건축 	0	0
철도연변 수림대 조성	지역개발	지역및도시	건설건축 	1076000000	6422000000
청계천 복원 5주년 도시구조 형태 변화 모니터링 연구	지역개발	지역및도시	건설건축 	0	300000000
청량근린공원 주변 정비공사	지역개발	지역및도시	건설건축 	0	0
청량리 균촉지구 전농동588~배봉로간 연결고가도로 설치	지역개발	지역및도시	건설건축 	241000000	49578000000
청량리균촉지구 답십리길~롯데백화점간 도로개설 공사	지역개발	지역및도시	건설건축 	569000000	569000000
청량리지구 답십리굴다리 기하구조 개선사업	지역개발	지역및도시	건설건축 	2197400000	29193800000
청와대 앞길 및 주변관광명소화 사업	지역개발	지역및도시	건설건축 	0	3000000000
체비지 관리 소요경비(도시개발)	지역개발	지역및도시	건설건축 	125000000	1074000000
체비지 보수 정비(도시개발)	지역개발	지역및도시	건설건축 	0	421000000
체육시설이 있는 근린공원조성(도시개발)	지역개발	지역및도시	건설건축 	27521000000	0
초안산 근린공원 정비	지역개발	지역및도시	건설건축 	0	0
초안산근린공원(노원) 조성	지역개발	지역및도시	건설건축 	2122000000	4122000000
초안산근린공원(도봉) 조성	지역개발	지역및도시	건설건축 	5925000000	6925000000
충무공이야기 조성사업	지역개발	지역및도시	건설건축 	0	2720000000
친환경 그린카 디자인 개발	지역개발	지역및도시	건설건축 	0	0
침출수 처리운영	지역개발	지역및도시	건설건축 	115046000	583185000
침출수처리장부지환경생태공원화	지역개발	지역및도시	건설건축 	0	0
탑골공원 일대 종합정비계획 수립	지역개발	지역및도시	건설건축 	0	200000000
태풍(곤파스) 피해 복구	지역개발	지역및도시	건설건축 	0	410000000
태풍(곤파스) 피해 복구	지역개발	지역및도시	건설건축 	0	68000000
태풍(곤파스) 피해 복구	지역개발	지역및도시	건설건축 	0	1396000000
